Presence	NestID	EchtNest	Par	nrPar	Prey	pred	Cluster	Cluster_real	Date	DayCount	Day	x	y
1	774	0	0	0	0	0.633702633	8	0	28/07/2016	31	22	23270.861	197881.801
1	775	0	0	0	0	0.655348798	5	0	28/07/2016	31	22	23266.673	197891.676
1	776	0	0	0	0	0.648817417	5	0	28/07/2016	31	22	23266.924	197891.712
1	777	0	0	0	0	0.620396528	5	0	28/07/2016	31	22	23266.178	197892.11
1	778	1	0	0	1	0.074761807	5	1	28/07/2016	31	22	23268.808	197893.792
1	779	1	0	0	1	0.223377465	5	1	28/07/2016	31	22	23266.463	197893.837
1	780	0	0	0	0	0.529820786	6	0	28/07/2016	31	22	23265.068	197892.955
1	781	0	0	0	0	0.538915874	5	0	28/07/2016	31	22	23265.39	197892.687
1	782	0	0	0	0	0.823299652	6	0	28/07/2016	31	22	23259.317	197892.962
1	783	1	0	0	1	0.55074593	5	1	28/07/2016	31	22	23273.968	197892.42
1	784	0	0	0	0	0.709558412	8	0	28/07/2016	31	22	23276.82	197879.245
1	785	0	0	0	0	0.35944555	10	0	28/07/2016	31	22	23257.225	197877.133
1	786	1	0	0	1	0.336462565	11	11	28/07/2016	31	22	23244.689	197869.799
1	788	1	0	0	1	0.724322948	11	11	28/07/2016	31	22	23243.569	197867.652
1	789	1	0	0	1	0.166393138	9	2	28/07/2016	31	22	23316.308	197900.595
1	790	1	1	1	1	0.163003482	9	2	1/08/2016	35	23	23318.72	197899.337
1	791	1	0	0	0	0.148296917	9	2	1/08/2016	35	23	23319.113	197898.962
1	792	1	0	0	0	0.162282818	9	2	1/08/2016	35	23	23316.829	197899.388
1	793	0	1	1	0	0.145461652	9	0	1/08/2016	35	23	23315.985	197899.895
1	794	1	0	0	0	0.165213478	9	2	1/08/2016	35	23	23319.316	197899.817
1	795	0	0	0	0	0.136251201	9	0	1/08/2016	35	23	23320.515	197898.283
1	796	0	0	0	0	0.176994207	1	0	1/08/2016	35	23	23305.144	197888.761
1	797	0	0	0	0	0.557031388	1	0	1/08/2016	35	23	23297.569	197881.64
1	798	1	0	0	0	0.595220499	4	6	1/08/2016	35	23	23277.471	197881.546
1	799	1	0	0	1	0.524605831	4	6	1/08/2016	35	23	23283.267	197883.171
1	800	1	0	0	0	0.437375096	4	6	1/08/2016	35	23	23283.042	197880.813
1	801	1	0	0	1	0.681243492	8	4	1/08/2016	35	23	23276.838	197880.259
1	802	0	0	0	0	0.6297077	4	0	1/08/2016	35	23	23281.131	197884.783
1	803	0	0	0	0	0.448597518	4	0	1/08/2016	35	23	23280.606	197887.067
1	804	1	0	0	2	0.824499072	7	7	1/08/2016	35	23	23280.283	197892.912
1	805	1	0	0	1	0.379905738	7	7	1/08/2016	35	23	23282.882	197893.79
1	806	0	0	0	0	0.607639561	8	0	1/08/2016	35	23	23272.756	197884.037
1	807	1	0	0	2	0.630319203	8	4	1/08/2016	35	23	23275.741	197884.016
1	808	1	1	1	1	0.645346858	8	4	1/08/2016	35	23	23275.231	197884.299
1	809	1	1	1	1	0.637965764	8	4	1/08/2016	35	23	23275.399	197884.33
1	810	1	0	0	0	0.505079833	8	4	1/08/2016	35	23	23275.316	197885.108
1	811	1	1	1	3	0.745938632	7	7	1/08/2016	35	23	23282.379	197892.391
1	812	1	0	0	1	0.583415682	7	7	1/08/2016	35	23	23276.371	197892.941
1	813	1	1	1	1	0.619670093	7	7	1/08/2016	35	23	23276.732	197892.499
1	814	1	0	0	1	0.684368639	7	7	1/08/2016	35	23	23276.993	197892.346
1	815	1	1	1	1	0.701604134	7	7	1/08/2016	35	23	23277.058	197892.099
1	816	1	1	2	1	0.612552739	7	7	1/08/2016	35	23	23276.916	197893.229
1	817	1	0	0	0	0.284753069	5	1	1/08/2016	35	23	23273.055	197894.105
1	818	1	0	0	1	0.069026657	5	1	1/08/2016	35	23	23268.705	197893.942
1	819	1	0	0	1	0.636457932	5	1	1/08/2016	35	23	23266.908	197891.833
1	820	0	0	0	0	0.670382589	5	0	1/08/2016	35	23	23268.736	197890.064
1	821	1	1	1	1	0.64934128	7	7	1/08/2016	35	23	23277.069	197892.789
1	822	0	0	0	0	0.760299109	6	0	1/08/2016	35	23	23262.298	197892.466
1	823	1	0	0	1	0.709660359	5	1	1/08/2016	35	23	23267.377	197891.053
1	824	1	1	1	2	0.661356138	6	8	1/08/2016	35	23	23258.6	197894.412
1	825	1	0	0	1	0.388530149	10	11	1/08/2016	35	23	23260.944	197875.447
1	826	1	0	0	1	0.640314798	10	11	1/08/2016	35	23	23265.131	197876.132
1	827	1	0	0	1	0.723715614	2	5	1/08/2016	35	23	23271.804	197877.615
1	828	1	0	0	1	0.641992633	10	11	1/08/2016	35	23	23260.317	197876.647
1	829	0	0	0	0	0.565560867	8	0	1/08/2016	35	23	23273.439	197885.129
1	830	1	0	0	1	0.225871383	6	8	1/08/2016	35	23	23253.373	197896.732
1	831	1	1	1	1	0.721166647	2	5	1/08/2016	35	23	23270.915	197878.707
1	832	1	0	0	1	0.594848278	4	6	1/08/2016	35	23	23279.471	197880.981
1	833	1	0	0	1	0.593241275	4	6	1/08/2016	35	23	23280.784	197879.906
1	834	1	0	0	1	0.484485311	8	4	1/08/2016	35	23	23275.38	197885.254
1	835	0	0	0	0	0.638011861	8	0	1/08/2016	35	23	23275.714	197884.299
1	836	1	1	1	0	0.160805998	9	2	4/08/2016	38	24	23318.992	197899.359
1	837	1	0	0	0	0.147819759	9	2	4/08/2016	38	24	23319.121	197898.974
1	838	1	0	0	1	0.641872694	6	8	4/08/2016	38	24	23264.601	197890.615
1	839	0	0	0	0	0.729871653	11	0	4/08/2016	38	24	23243.325	197867.4
1	840	0	0	0	0	0.564622764	4	0	4/08/2016	38	24	23281.392	197882.914
1	841	1	1	1	0	0.291510423	5	1	4/08/2016	38	24	23271.144	197887.348
1	842	0	0	0	0	0.831360634	3	0	4/08/2016	38	24	23254.969	197866.921
1	843	0	0	0	0	0.178650531	7	0	4/08/2016	38	24	23283.878	197894.079
1	844	1	0	0	1	0.125813325	1	3	4/08/2016	38	24	23295.046	197893.431
1	845	0	0	0	0	0.517761236	4	0	4/08/2016	38	24	23284.9	197874.719
1	846	0	0	0	0	0.641654931	6	0	4/08/2016	38	24	23263.916	197889.998
1	847	1	0	0	1	0.621854844	6	8	4/08/2016	38	24	23263.092	197889.916
1	848	0	0	0	0	0.191192936	6	0	4/08/2016	38	24	23253.718	197897.422
1	849	0	0	0	0	0.22834308	6	0	4/08/2016	38	24	23253.354	197896.927
1	850	0	0	0	0	0.283332558	11	0	4/08/2016	38	24	23247.051	197870.306
1	851	0	0	0	0	0.724285457	3	0	4/08/2016	38	24	23256.729	197867.583
1	852	1	0	0	0	0.569966889	4	6	4/08/2016	38	24	23281.804	197882.56
1	853	0	0	0	0	0.502726901	7	0	4/08/2016	38	24	23284.604	197891.77
1	854	0	0	0	0	0.374170675	7	0	4/08/2016	38	24	23286.084	197891.376
1	855	1	0	0	0	0.170819344	9	2	4/08/2016	38	24	23316.796	197899.796
1	856	1	0	0	1	0.127353656	9	2	4/08/2016	38	24	23315.784	197900.117
1	857	0	0	0	0	0.668567925	5	0	4/08/2016	38	24	23267.487	197891.303
1	858	1	0	0	0	0.291283844	5	1	4/08/2016	38	24	23268.705	197892.819
1	859	1	0	0	1	0.473620252	5	1	4/08/2016	38	24	23268.26	197892.174
1	860	0	0	0	0	0.624444599	11	0	4/08/2016	38	24	23241.969	197868.144
1	861	0	0	0	0	0.829167889	6	0	4/08/2016	38	24	23260.003	197890.303
1	862	0	0	0	0	0.162532576	1	0	5/08/2016	39	25	23294.53	197893.389
1	863	0	0	0	0	0.591517029	4	0	5/08/2016	39	25	23281.303	197885.455
1	864	1	0	0	1	0.731147138	2	5	5/08/2016	39	25	23275.32	197878.882
1	865	1	1	1	0	0.563973084	10	11	5/08/2016	39	25	23262.997	197875.983
1	866	1	0	0	1	0.705989682	3	10	5/08/2016	39	25	23257.854	197866.304
1	867	1	1	1	1	0.652152037	10	11	5/08/2016	39	25	23264.937	197880.03
1	868	1	0	0	0	0.536043279	8	4	5/08/2016	39	25	23275.575	197884.932
1	869	0	0	0	0	0.529150471	8	0	5/08/2016	39	25	23276.267	197884.454
1	870	0	0	0	0	0.858401433	6	0	5/08/2016	39	25	23259.721	197892.274
1	871	0	0	0	0	0.711848592	6	0	5/08/2016	39	25	23260.605	197889.764
1	872	1	1	1	1	0.831316225	6	8	5/08/2016	39	25	23260.479	197892.675
1	873	0	0	0	0	0.843637622	7	0	5/08/2016	39	25	23280.234	197892.414
1	874	1	0	0	0	0.209061714	9	2	5/08/2016	39	25	23317.771	197900.148
1	875	1	0	0	2	0.694111607	7	7	5/08/2016	39	25	23282.233	197893.13
1	876	1	1	1	2	0.180591182	9	2	5/08/2016	39	25	23318.079	197900.076
1	877	0	0	0	0	0.639657845	5	0	5/08/2016	39	25	23265.617	197890.003
1	878	1	0	0	0	0.474196511	11	11	5/08/2016	39	25	23245.896	197868.377
1	879	0	0	0	0	0.180233728	3	0	5/08/2016	39	25	23251.931	197869.712
1	880	0	0	0	0	0.42707857	8	0	5/08/2016	39	25	23271.423	197885.257
1	881	0	0	0	0	0.273047785	1	0	5/08/2016	39	25	23295.471	197891.389
1	882	0	0	0	0	0.157567356	9	0	5/08/2016	39	25	23317.016	197899.015
1	883	1	0	0	0	0.49950964	2	6	6/08/2016	40	26	23284.431	197871.526
1	884	1	0	0	1	0.596334061	4	6	6/08/2016	40	26	23280.695	197879.798
1	885	0	0	0	0	0.434217832	4	0	6/08/2016	40	26	23282.717	197880.195
1	886	0	0	0	0	0.587612871	4	0	6/08/2016	40	26	23281.321	197885.523
1	887	0	0	0	0	0.599565409	7	0	6/08/2016	40	26	23283.034	197889.852
1	888	1	1	1	1	0.698107346	7	7	6/08/2016	40	26	23277.369	197892.849
1	889	1	0	0	1	0.760381943	6	8	6/08/2016	40	26	23258.747	197893.806
1	890	1	0	0	0	0.575678429	10	11	6/08/2016	40	26	23263.286	197879.947
1	891	0	0	0	0	0.65731018	10	0	6/08/2016	40	26	23260.746	197877.012
1	893	1	1	1	1	0.154730814	9	2	6/08/2016	40	26	23316.546	197893.066
1	894	0	0	0	0	0.107188106	7	0	6/08/2016	40	26	23291.469	197895.019
1	895	0	0	0	0	0.673840016	6	0	6/08/2016	40	26	23264.965	197890.411
1	896	1	0	0	0	0.462186935	4	6	6/08/2016	40	26	23280.162	197885.222
1	897	1	0	0	1	0.661108157	6	8	6/08/2016	40	26	23262.163	197893.403
1	898	1	1	1	2	0.690723936	6	8	6/08/2016	40	26	23261.881	197893.347
1	899	0	0	0	0	0.579841912	6	0	6/08/2016	40	26	23263.303	197893.447
1	900	1	0	0	0	0.724934936	8	4	6/08/2016	40	26	23275.023	197879.877
1	901	1	1	1	1	0.646169063	10	11	6/08/2016	40	26	23263.868	197879.481
1	902	0	0	0	0	0.702614128	8	0	6/08/2016	40	26	23275.951	197880.899
1	903	0	0	0	0	0.174960008	9	0	6/08/2016	40	26	23317.442	197898.514
1	904	1	1	1	1	0.239086073	11	11	6/08/2016	40	26	23241.739	197870.922
1	906	0	0	0	0	0.703890236	11	0	6/08/2016	40	26	23246.479	197865.965
1	907	0	0	0	0	0.729718225	8	0	6/08/2016	40	26	23275.466	197879.444
1	908	1	0	0	1	0.449284082	4	6	6/08/2016	40	26	23280.628	197887.07
1	909	1	1	1	0	0.164124922	1	3	6/08/2016	40	26	23304.826	197888.951
1	910	1	0	0	1	0.174128393	1	3	6/08/2016	40	26	23304.733	197888.773
1	911	0	0	0	0	0.47049638	4	0	6/08/2016	40	26	23280.983	197886.49
1	912	0	0	0	0	0.550879949	6	0	6/08/2016	40	26	23263.86	197893.7
1	913	1	0	0	1	0.635977795	10	11	7/08/2016	41	27	23259.859	197877.935
1	914	0	0	0	0	0.246856381	6	0	6/08/2016	40	26	23253.444	197895.767
1	915	1	0	0	0	0.557170779	4	6	7/08/2016	41	27	23280.995	197881.785
1	916	0	0	0	0	0.696458524	7	0	7/08/2016	41	27	23282.046	197893.427
1	917	1	0	0	0	0.149094148	9	2	7/08/2016	41	27	23316.503	197894.208
1	918	0	0	0	0	0.66996329	5	0	7/08/2016	41	27	23269.064	197890.913
1	920	0	0	0	0	0.819263718	3	0	7/08/2016	41	27	23255.754	197867.441
1	921	0	0	0	0	0.637694408	4	0	7/08/2016	41	27	23280.868	197884.273
1	922	0	0	0	0	0.440102999	5	0	7/08/2016	41	27	23274.764	197893.307
1	923	1	0	0	2	0.636888123	7	7	12/08/2016	46	28	23275.593	197891.353
1	924	1	0	0	1	0.626401659	4	6	12/08/2016	46	28	23280.89	197884.615
1	925	0	0	0	0	0.494576619	3	0	12/08/2016	46	28	23254.97	197875.633
1	926	1	0	0	0	0.167420681	9	2	12/08/2016	46	28	23317.435	197898.608
1	927	0	0	0	0	0.647624851	2	0	12/08/2016	46	28	23269.218	197876.865
1	928	0	0	0	0	0.726296695	3	0	12/08/2016	46	28	23249.218	197867.16
1	929	1	1	1	1	0.703309361	11	10	12/08/2016	46	28	23247.393	197864.512
1	930	1	0	0	0	0.769409092	11	11	12/08/2016	46	28	23238.499	197867.278
1	931	0	0	0	0	0.583424213	11	0	12/08/2016	46	28	23240.263	197868.722
1	932	0	0	0	0	0.635398746	3	0	12/08/2016	46	28	23251.225	197866.73
1	933	1	0	0	1	0.472663882	11	9	12/08/2016	46	28	23245.931	197868.404
1	934	1	0	0	1	0.736965485	3	10	12/08/2016	46	28	23248.391	197866.784
1	935	0	0	0	0	0.491829319	11	0	12/08/2016	46	28	23245.628	197868.029
1	936	1	1	1	1	0.566562469	3	10	12/08/2016	46	28	23252.511	197866.748
1	937	0	0	0	0	0.4869759	11	0	12/08/2016	46	28	23245.717	197868.12
1	938	0	0	0	0	0.739162469	10	0	12/08/2016	46	28	23264.777	197878.476
1	939	0	0	0	0	0.663233088	2	0	12/08/2016	46	28	23277.687	197877.851
1	940	0	0	0	0	0.60316095	4	0	12/08/2016	46	28	23281.747	197884.447
1	941	1	0	0	0	0.637959709	5	7	12/08/2016	46	28	23275.291	197890.939
1	942	0	0	0	0	0.639180904	11	0	12/08/2016	46	28	23246.306	197864.188
1	943	1	0	0	1	0.494148111	3	10	12/08/2016	46	28	23251.01	197868.043
1	944	0	0	0	0	0.647537804	11	0	12/08/2016	46	28	23238.502	197868.815
1	945	0	0	0	0	0.754146245	3	0	12/08/2016	46	28	23247.945	197865.707
1	946	1	0	0	1	0.65772925	7	7	12/08/2016	46	28	23276.947	197891.927
1	947	0	0	0	0	0.724169165	3	0	12/08/2016	46	28	23249.825	197867.113
1	948	1	0	0	1	0.495413787	1	3	12/08/2016	46	28	23300.317	197885.699
1	949	0	0	0	0	0.543768203	1	0	12/08/2016	46	28	23300.171	197884.969
1	950	1	0	0	1	0.815474657	7	7	12/08/2016	46	28	23280.305	197892.726
1	951	1	0	0	0	0.62047251	10	11	12/08/2016	46	28	23261.281	197878.435
1	952	0	0	0	0	0.773862837	10	0	12/08/2016	46	28	23263.648	197878.434
1	953	1	0	0	0	0.815022525	7	7	13/08/2016	47	29	23280.326	197891.879
1	954	0	0	0	0	0.643667774	3	0	13/08/2016	47	29	23251.506	197866.437
1	955	0	0	0	0	0.75523713	7	0	13/08/2016	47	29	23281.561	197891.568
1	956	0	0	0	0	0.644408497	8	0	13/08/2016	47	29	23275.363	197884.301
1	957	0	0	0	0	0.416708866	8	0	13/08/2016	47	29	23276.336	197884.759
1	958	0	0	0	0	0.803372001	7	0	13/08/2016	47	29	23281.126	197892.033
1	959	1	0	0	0	0.471851759	4	6	13/08/2016	47	29	23280.706	197886.15
1	960	1	0	0	0	0.199354459	9	2	13/08/2016	47	29	23317.557	197900.215
1	961	1	1	1	0	0.128597709	9	2	13/08/2016	47	29	23319.15	197898.726
1	962	0	0	0	0	0.124576447	9	0	13/08/2016	47	29	23320.073	197898.351
1	963	0	0	0	0	0.512778148	5	0	13/08/2016	47	29	23270.824	197890.491
1	964	1	1	1	1	0.627401776	8	4	13/08/2016	47	29	23273.034	197881.271
1	965	0	0	0	0	0.753670823	3	0	13/08/2016	47	29	23248.381	197864.931
1	966	1	0	0	0	0.620980318	3	10	13/08/2016	47	29	23253.407	197867.632
1	967	1	0	0	0	0.71337412	8	4	13/08/2016	47	29	23276.649	197879.293
1	968	1	0	0	0	0.733933538	2	5	13/08/2016	47	29	23277.02	197874.658
1	969	0	0	0	0	0.563579988	4	0	13/08/2016	47	29	23281.329	197881.248
1	970	0	0	0	0	0.596992261	4	0	13/08/2016	47	29	23280.882	197883.582
1	971	0	0	0	0	0.824142188	6	0	13/08/2016	47	29	23259.448	197892.985
1	972	1	1	1	1	0.587088751	4	6	13/08/2016	47	29	23281.279	197885.53
1	973	1	1	1	1	0.575119524	5	1	13/08/2016	47	29	23274.607	197890.584
1	974	1	0	0	1	0.555508457	5	1	13/08/2016	47	29	23270.579	197890.852
1	975	0	0	0	0	0.718012251	3	0	13/08/2016	47	29	23256.623	197867.733
1	976	0	0	0	0	0.73433234	2	0	13/08/2016	47	29	23275.775	197877.921
1	977	0	0	0	0	0.619253834	11	0	13/08/2016	47	29	23243.175	197864.081
1	978	0	0	0	0	0.700210627	11	0	13/08/2016	47	29	23245.379	197866.076
1	979	0	0	0	0	0.565818928	1	0	13/08/2016	47	29	23301.11	197885.095
1	980	0	0	0	0	0.126318238	9	0	13/08/2016	47	29	23320.191	197898.796
1	981	1	0	0	0	0.140261675	9	2	13/08/2016	47	29	23319.616	197898.279
1	982	0	0	0	0	0.646662745	2	0	13/08/2016	47	29	23270.031	197876.559
1	983	0	0	0	0	0.691341918	10	0	13/08/2016	47	29	23267.503	197878.16
1	984	0	0	0	0	0.718451679	10	0	13/08/2016	47	29	23267.288	197879.571
1	985	1	0	0	1	0.781036778	10	11	13/08/2016	47	29	23264.566	197877.846
1	986	1	1	1	2	0.734871253	10	11	13/08/2016	47	29	23264.696	197878.688
1	987	1	0	0	1	0.706483591	10	11	13/08/2016	47	29	23267.536	197880.033
1	988	1	0	0	0	0.725233408	10	11	13/08/2016	47	29	23264.883	197879.267
1	989	0	0	0	0	0.722723755	3	0	12/08/2016	46	28	23249.404	197867.237
1	990	1	1	2	2	0.48259868	4	6	15/08/2016	49	30	23280.181	197884.883
1	991	0	0	0	0	0.595965426	7	0	15/08/2016	49	30	23283.821	197891.398
1	992	0	0	0	0	0.563197005	7	0	15/08/2016	49	30	23284.123	197891.995
1	993	0	0	0	0	0.304030217	1	0	15/08/2016	49	30	23303.082	197887.198
1	994	1	0	0	0	0.475774765	4	6	15/08/2016	49	30	23280.427	197885.546
1	995	0	0	0	0	0.455605262	7	0	15/08/2016	49	30	23280.694	197887.55
1	996	0	0	0	0	0.709617318	10	0	15/08/2016	49	30	23262.171	197877.875
1	997	1	1	1	0	0.694647696	2	5	15/08/2016	49	30	23274.078	197874.735
1	998	1	0	0	1	0.659858107	2	5	15/08/2016	49	30	23272.117	197876.166
1	999	0	0	0	0	0.762402345	7	0	15/08/2016	49	30	23281.526	197893.248
1	1000	1	0	0	1	0.729630146	8	4	15/08/2016	49	30	23274.933	197883.576
1	1001	0	0	0	0	0.738691213	10	0	15/08/2016	49	30	23264.771	197878.492
1	1002	0	0	0	0	0.731760376	8	0	15/08/2016	49	30	23274.721	197883.444
1	1003	1	0	0	0	0.580873392	4	6	15/08/2016	49	30	23280.693	197883.718
1	1004	0	0	0	0	0.200386533	1	0	15/08/2016	49	30	23304.774	197888.344
1	1005	0	0	0	0	0.220416962	5	0	15/08/2016	49	30	23270.724	197893.479
1	1006	1	0	0	1	0.149730535	9	2	15/08/2016	49	30	23317.483	197898.832
1	1007	0	0	0	0	0.698312457	11	0	15/08/2016	49	30	23246.816	197864.412
1	1008	1	1	1	1	0.168236313	9	2	15/08/2016	49	30	23316.042	197892.73
1	1009	1	0	0	1	0.138609757	9	2	15/08/2016	49	30	23318.987	197899.163
1	1010	1	0	0	1	0.187891554	9	2	15/08/2016	49	30	23319.233	197900.434
1	1011	1	0	0	0	0.269889214	1	3	15/08/2016	49	30	23299.961	197887.094
1	1012	1	1	1	1	0.506060523	1	3	15/08/2016	49	30	23300.382	197885.606
1	1013	0	0	0	0	0.847278595	6	0	15/08/2016	49	30	23258.327	197892.905
1	1014	0	0	0	0	0.173195907	11	0	15/08/2016	49	30	23244.536	197883.64
1	1015	0	0	0	0	0.677187591	11	0	15/08/2016	49	30	23242.467	197867.77
1	1016	1	0	0	1	0.573744381	4	6	15/08/2016	49	30	23280.106	197882.481
1	1017	0	0	0	0	0.349429783	8	0	15/08/2016	49	30	23271.036	197885.721
1	1018	0	0	0	0	0.766098926	7	0	15/08/2016	49	30	23280.966	197891.52
