"id" "id_2" "W2mean" "Sl2mean" "NDVI2mean" "x" "y" "site" "PredReg"
"127" 1561 1 340259.044302767 66.8490656234237 0.335866270335279 23263.065686 197899.704558 "a" 2.31645245269402e-05
"128" 1653 1 325348.331087754 56.8755182219772 0.26517971851799 23309.065686 197899.704558 "a" 8.14372993282738e-05
"129" 1654 1 333934.605431724 53.3467152222497 0.238325220467197 23309.565686 197899.704558 "a" 0.000249386766526517
"130" 1655 1 345337.995279539 50.1040324860036 0.215646765247729 23310.065686 197899.704558 "a" 0.0007733458869196
"131" 1656 1 354474.18440601 47.13449954465 0.194263962389952 23310.565686 197899.704558 "a" 0.00208853139749296
"132" 1657 1 364522.073020922 42.1743564721978 0.180697596381308 23311.065686 197899.704558 "a" 0.00474166409349808
"133" 1658 1 376842.383119196 37.3312600864142 0.166892129796149 23311.565686 197899.704558 "a" 0.0119479099674585
"134" 1659 1 389182.307496563 32.4556749875574 0.159947941347972 23312.065686 197899.704558 "a" 0.0248418702274607
"135" 1660 1 397222.229360958 29.5486047802562 0.157794288609946 23312.565686 197899.704558 "a" 0.0373525037946522
"136" 1661 1 404731.00305692 26.6839759823401 0.159984990210596 23313.065686 197899.704558 "a" 0.0487553328730834
"137" 1662 1 412665.539872086 23.6720750043635 0.164553836052109 23313.565686 197899.704558 "a" 0.0607484352101337
"138" 1663 1 417942.840311135 21.6115049592272 0.16705287469888 23314.065686 197899.704558 "a" 0.0711668113671343
"139" 1664 1 421376.852974481 19.6571091363981 0.167933704754733 23314.565686 197899.704558 "a" 0.0802976404485582
"140" 1665 1 423067.667269515 19.0064771447068 0.169428361910008 23315.065686 197899.704558 "a" 0.0829474414571966
"141" 1666 1 425073.823911677 18.980780901813 0.171180968347667 23315.565686 197899.704558 "a" 0.0862391771413707
"142" 1667 1 427868.46260222 18.7524440123656 0.169135796142073 23316.065686 197899.704558 "a" 0.101669939810153
"143" 1668 1 429824.098352598 18.994957582796 0.166832391433068 23316.565686 197899.704558 "a" 0.116304573991114
"144" 1669 1 432075.020919422 18.656679574268 0.168093061678091 23317.065686 197899.704558 "a" 0.123365016608533
"145" 1670 1 434787.218734445 17.9039110476072 0.169334709985262 23317.565686 197899.704558 "a" 0.133229970617784
"146" 1671 1 435945.852181272 17.6967103383525 0.171448318785199 23318.065686 197899.704558 "a" 0.132596270028313
"147" 1672 1 436115.589654605 17.2512409282672 0.175066208599795 23318.565686 197899.704558 "a" 0.12246775209056
"148" 1673 1 435939.98059762 17.2203864228281 0.179770442064072 23319.065686 197899.704558 "a" 0.10856077098896
"149" 1674 1 434927.545092746 17.182408496556 0.182508342471897 23319.565686 197899.704558 "a" 0.0974558771999924
"150" 1675 1 432973.19317215 17.4733368428472 0.185827079344782 23320.065686 197899.704558 "a" 0.0828401498080363
"151" 1676 1 431248.262478172 17.6421663232052 0.187478391165122 23320.565686 197899.704558 "a" 0.0739804562165231
"152" 1677 1 428856.471780873 18.3762826816145 0.194914407728861 23321.065686 197899.704558 "a" 0.0553215865100695
"153" 1678 1 427269.142369824 18.2258239199257 0.201519570634779 23321.565686 197899.704558 "a" 0.0435476336486394
"154" 1679 1 422305.7452774 20.6747205445785 0.204075134842319 23322.065686 197899.704558 "a" 0.0328438850127018
"155" 1680 1 420271.605021285 23.3073992644416 0.206445291916617 23322.565686 197899.704558 "a" 0.0282266413430847
"156" 1681 1 418536.047364181 24.7799425747101 0.210239180655519 23323.065686 197899.704558 "a" 0.0236485682708615
"157" 1754 1 428352.725028632 15.2554306754774 0.128726660578041 23253.065686 197899.204558 "a" 0.258372104420306
"158" 1755 1 425894.318577883 17.1761142271761 0.153614419423733 23253.565686 197899.204558 "a" 0.136555314762468
"159" 1756 1 420794.145268963 20.4262331470586 0.175639673443868 23254.065686 197899.204558 "a" 0.0644766210514693
"160" 1757 1 416008.049927049 22.8592403157374 0.203766830756836 23254.565686 197899.204558 "a" 0.0251419627662927
"161" 1758 1 410715.234705056 26.7621024609416 0.238508595398725 23255.065686 197899.204558 "a" 0.00781396422909933
"162" 1759 1 403318.766374753 31.6206038591634 0.262349614658693 23255.565686 197899.204558 "a" 0.00293666011522431
"163" 1760 1 397385.508452375 35.0888104209002 0.275666364745025 23256.065686 197899.204558 "a" 0.00156540008493207
"164" 1761 1 390556.841975636 38.8671772640388 0.283087496482455 23256.565686 197899.204558 "a" 0.000940638338350782
"165" 1762 1 384548.358916218 42.2608251378513 0.290836065670653 23257.065686 197899.204558 "a" 0.000581116919443579
"166" 1763 1 376230.378376952 47.2540973023605 0.295160042600863 23257.565686 197899.204558 "a" 0.00035519222033327
"167" 1764 1 369333.876538726 50.1218747682271 0.306758108168968 23258.065686 197899.204558 "a" 0.000189775140800538
"168" 1765 1 367354.401129981 50.2707678917709 0.313335065784757 23258.565686 197899.204558 "a" 0.000145082489216015
"169" 1766 1 364854.461354431 50.1556714014298 0.319683486748522 23259.065686 197899.204558 "a" 0.000109022754767086
"170" 1767 1 364487.062016684 49.1929031867597 0.332610198909402 23259.565686 197899.204558 "a" 7.53651369611269e-05
"171" 1768 1 363816.786338056 48.8899067869631 0.349565433137824 23260.065686 197899.204558 "a" 4.60428968110896e-05
"172" 1769 1 360103.735562421 52.1695371236365 0.356220807641847 23260.565686 197899.204558 "a" 3.24859046294965e-05
"173" 1770 1 359212.023797264 54.9079985637729 0.356516079865329 23261.065686 197899.204558 "a" 3.09570136481083e-05
"174" 1771 1 356705.628157332 58.3271165858149 0.354370220225412 23261.565686 197899.204558 "a" 2.93206799384055e-05
"175" 1772 1 354271.954301992 57.8415852359809 0.347906601541296 23262.065686 197899.204558 "a" 3.1345365676817e-05
"176" 1773 1 349400.889776871 60.1595531600563 0.340918516145478 23262.565686 197899.204558 "a" 3.04596350137579e-05
"177" 1774 1 342293.794625305 64.2936507076219 0.3221849342492 23263.065686 197899.204558 "a" 3.68745134626415e-05
"178" 1775 1 340108.331326024 67.8463235348654 0.309317210053128 23263.565686 197899.204558 "a" 4.74746695408359e-05
"179" 1867 1 336660.409886346 52.21223771954 0.250382763869404 23309.565686 197899.204558 "a" 0.000202917832199799
"180" 1868 1 346991.990335221 48.8350416073307 0.229347945411637 23310.065686 197899.204558 "a" 0.000573391503664048
"181" 1869 1 357396.678521455 45.1839809230348 0.215912825628926 23310.565686 197899.204558 "a" 0.00132067051827435
"182" 1870 1 367742.719282517 41.0187623654593 0.199235693694112 23311.065686 197899.204558 "a" 0.00331029139881341
"183" 1871 1 379056.460518325 36.6479717959419 0.187518402967216 23311.565686 197899.204558 "a" 0.00755271279642864
"184" 1872 1 391805.723664688 31.3117564234909 0.179767600985666 23312.065686 197899.204558 "a" 0.0164197031015774
"185" 1873 1 404626.80426726 26.2242219414766 0.175391715603723 23312.565686 197899.204558 "a" 0.0324201613386052
"186" 1874 1 412283.870215755 23.4027619147523 0.172475218621892 23313.065686 197899.204558 "a" 0.0487226878283643
"187" 1875 1 418414.056782084 21.0831783188445 0.177367732000761 23313.565686 197899.204558 "a" 0.0557705515439499
"188" 1876 1 423660.170888924 19.1333728215292 0.179672382187494 23314.065686 197899.204558 "a" 0.0656333982074473
"189" 1877 1 427196.895340237 17.9353262671755 0.180089145494903 23314.565686 197899.204558 "a" 0.0753058912554432
"190" 1878 1 429141.697129591 17.5272403627873 0.179263485722217 23315.065686 197899.204558 "a" 0.0833401087472974
"191" 1879 1 431030.226245241 17.4834916200331 0.177198784267995 23315.565686 197899.204558 "a" 0.0947958033034141
"192" 1880 1 432880.989804306 17.3763855270374 0.177345859922583 23316.065686 197899.204558 "a" 0.101824699363563
"193" 1881 1 434708.177929016 17.5405952544352 0.177721932167562 23316.565686 197899.204558 "a" 0.1086021757256
"194" 1882 1 437071.853858696 17.1264602082709 0.179500935389674 23317.065686 197899.204558 "a" 0.114334803160279
"195" 1883 1 438933.503294552 16.5545307757521 0.183901395081789 23317.565686 197899.204558 "a" 0.110716071668379
"196" 1884 1 441044.962867812 16.2171728661332 0.185886832851967 23318.065686 197899.204558 "a" 0.114807795106574
"197" 1885 1 440932.319632688 16.3343365065058 0.189625659892036 23318.565686 197899.204558 "a" 0.104365755344376
"198" 1886 1 440530.121332908 16.2550668813468 0.193842441525419 23319.065686 197899.204558 "a" 0.0925579722463052
"199" 1887 1 440061.945640632 15.9825882108609 0.195228467882995 23319.565686 197899.204558 "a" 0.0877283400190731
"200" 1888 1 437113.696396315 16.5833236925692 0.197584900261593 23320.065686 197899.204558 "a" 0.0731865497098964
"201" 1889 1 434452.354906342 16.5786678006145 0.197624872255699 23320.565686 197899.204558 "a" 0.0653957702643757
"202" 1890 1 431892.073016072 17.3464814049703 0.196150055562829 23321.065686 197899.204558 "a" 0.0609560393144178
"203" 1891 1 430263.55235139 17.5049562529765 0.199833460269298 23321.565686 197899.204558 "a" 0.0517330672464908
"204" 1892 1 426768.847658412 20.3000748194197 0.199642577472626 23322.065686 197899.204558 "a" 0.0447582158051657
"205" 1893 1 425972.745819073 21.4762082929725 0.199460015694949 23322.565686 197899.204558 "a" 0.0434569497959554
"206" 1894 1 425010.946216142 22.1520859287236 0.202050281884575 23323.065686 197899.204558 "a" 0.038957867281676
"207" 1966 1 432151.918318414 12.6867213428325 0.104860468589188 23252.565686 197898.704558 "a" 0.442210873226044
"208" 1967 1 429630.400888904 15.1823689398115 0.126435601560804 23253.065686 197898.704558 "a" 0.282031910545112
"209" 1968 1 426423.165244807 17.6787864196342 0.151307675886192 23253.565686 197898.704558 "a" 0.147110207838413
"210" 1969 1 422346.400751134 20.5753824126829 0.179706804862786 23254.065686 197898.704558 "a" 0.0620428173822804
"211" 1970 1 417853.099949122 22.9435041692258 0.209634596706425 23254.565686 197898.704558 "a" 0.0233216401362079
"212" 1971 1 411624.484870089 26.8400487591559 0.237019278345675 23255.065686 197898.704558 "a" 0.00847250029506408
"213" 1972 1 407101.438226744 30.162681803794 0.255869874052784 23255.565686 197898.704558 "a" 0.00415029117107177
"214" 1973 1 401164.314126235 34.2643541060294 0.266674004310234 23256.065686 197898.704558 "a" 0.00236988408363354
"215" 1974 1 394179.327592554 37.9144559773418 0.270587115159506 23256.565686 197898.704558 "a" 0.0015563905446161
"216" 1975 1 389283.295789931 41.5172959693805 0.273914771183869 23257.065686 197898.704558 "a" 0.00114057669086208
"217" 1976 1 379149.175260086 45.9220882990713 0.278041655907578 23257.565686 197898.704558 "a" 0.000646043102612109
"218" 1977 1 375902.911906303 47.49262973248 0.288605184772605 23258.065686 197898.704558 "a" 0.000418509017941348
"219" 1978 1 374576.938308761 47.22958590823 0.290311896211581 23258.565686 197898.704558 "a" 0.000376330506520874
"220" 1979 1 369290.623949719 48.6378994458201 0.294905421253923 23259.065686 197898.704558 "a" 0.000261705066910861
"221" 1980 1 368490.782532748 46.8761695954169 0.305305869348341 23259.565686 197898.704558 "a" 0.000190090624659874
"222" 1981 1 364776.556303651 48.4519832425322 0.328023525438214 23260.065686 197898.704558 "a" 8.65320807625512e-05
"223" 1982 1 361289.474315703 51.9327785798121 0.339113982140422 23260.565686 197898.704558 "a" 5.46490064467198e-05
"224" 1983 1 362683.113277948 53.9600172524017 0.342336347905763 23261.065686 197898.704558 "a" 5.32907818124642e-05
"225" 1984 1 361865.454020217 56.3756406874284 0.339320478836412 23261.565686 197898.704558 "a" 5.57697042327853e-05
"226" 1985 1 358417.935104999 55.2169158271725 0.33249552503821 23262.065686 197898.704558 "a" 5.75245706361526e-05
"227" 1986 1 354454.234711506 57.4134836275243 0.321632685011434 23262.565686 197898.704558 "a" 6.472311393717e-05
"228" 1987 1 351754.420925245 59.8374287180456 0.308681628031349 23263.065686 197898.704558 "a" 8.16058893330924e-05
"229" 1988 1 343701.860241589 64.9184031434156 0.300856600867632 23263.565686 197898.704558 "a" 7.03039393550866e-05
"230" 1989 1 339805.076671875 67.1623823994001 0.301535115297065 23264.065686 197898.704558 "a" 5.79084669770289e-05
"231" 2081 1 356542.529745624 44.3096307861075 0.233072012886334 23310.065686 197898.704558 "a" 0.000796140053492359
"232" 2082 1 362461.706269327 42.3250881888887 0.222319698661241 23310.565686 197898.704558 "a" 0.00139281135946702
"233" 2083 1 371054.112309818 39.811420942094 0.212190376074539 23311.065686 197898.704558 "a" 0.00270009636263788
"234" 2084 1 382395.091064453 35.5032796938778 0.199430754157853 23311.565686 197898.704558 "a" 0.00634980151434199
"235" 2085 1 394512.050600605 30.2723941275969 0.189978122396865 23312.065686 197898.704558 "a" 0.0140712685560963
"236" 2086 1 406967.022322374 25.0831139922798 0.183495720602136 23312.565686 197898.704558 "a" 0.0289795111379956
"237" 2087 1 416909.681876061 20.9869233074334 0.18039633659495 23313.065686 197898.704558 "a" 0.0483607888521116
"238" 2088 1 423806.559969797 18.2237982929839 0.182514006685388 23313.565686 197898.704558 "a" 0.0614146340332633
"239" 2089 1 428663.993980696 16.4905741830271 0.186396594092792 23314.065686 197898.704558 "a" 0.0682465294111544
"240" 2090 1 432725.375936972 15.7422794625163 0.185414966623491 23314.565686 197898.704558 "a" 0.0828466642860823
