"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"choosers_on_followers"	"weight_day"
"38"	"Parameters CF 1030 10_06_2020 21_47.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.58050051534111	11.6156166909867
"39"	"Parameters CF 1031 10_06_2020 21_47.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.454531230464083	7.66399697691006
"40"	"Parameters CF 1032 10_06_2020 21_47.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.593929181861398	11.6759119553998
"41"	"Parameters CF 1033 10_06_2020 21_47.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.691727536151285	12.9459759066624
"42"	"Parameters CF 1034 10_06_2020 21_48.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.660771969120956	9.6807108986584
"43"	"Parameters CF 1035 10_06_2020 21_48.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.559507535663503	12.1255088928572
"44"	"Parameters CF 1036 10_06_2020 21_48.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.550656785773481	6.00330266213639
"45"	"Parameters CF 1037 10_06_2020 21_48.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.546197660050064	10.6774251913307
"46"	"Parameters CF 1038 10_06_2020 21_49.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.520425984194771	9.71960249287834
"47"	"Parameters CF 1039 10_06_2020 21_49.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.667281573066607	9.95417245806755
"48"	"Parameters CF 104 11_06_2020 11_46.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.499717127736798	3.51277031776564
"49"	"Parameters CF 1040 10_06_2020 21_49.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.299101939968746	12.5018437359246
"50"	"Parameters CF 1041 10_06_2020 21_49.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.428635481747849	9.69463243435299
"51"	"Parameters CF 1042 10_06_2020 21_50.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.746872683527193	9.83166099411227
"52"	"Parameters CF 1043 10_06_2020 21_50.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.525273013655573	7.29847752208607
"53"	"Parameters CF 1044 10_06_2020 21_50.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.85933802365806	9.18768504100589
"54"	"Parameters CF 1045 10_06_2020 21_51.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.603993234219516	10.0992982064632
"55"	"Parameters CF 1046 10_06_2020 21_51.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.380813488082464	10.1157060706651
"56"	"Parameters CF 1047 10_06_2020 21_51.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.696464144309609	12.0453115786496
"57"	"Parameters CF 1048 10_06_2020 21_52.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.527731155260627	10.1073769432296
"58"	"Parameters CF 1049 10_06_2020 21_52.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.440658988898042	7.34961289084674
"59"	"Parameters CF 105 11_06_2020 11_46.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.491412994821763	15.4360246860634
"60"	"Parameters CF 1050 10_06_2020 21_52.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.776529773934519	12.2752493530677
"61"	"Parameters CF 1051 10_06_2020 21_52.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.554552775567619	7.38770770237187
"62"	"Parameters CF 1052 10_06_2020 21_53.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.621434133624723	7.4302381371096
"63"	"Parameters CF 1053 10_06_2020 21_53.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.522651424051196	7.05955152382352
"64"	"Parameters CF 1054 10_06_2020 21_53.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.523400966673735	17.779213403113
"65"	"Parameters CF 1055 10_06_2020 21_54.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.708304994646471	11.0118920122503
"66"	"Parameters CF 1056 10_06_2020 21_54.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.448991588121685	12.5228991653047
"67"	"Parameters CF 1057 10_06_2020 21_54.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.667392245503015	13.0215803906062
"68"	"Parameters CF 1058 10_06_2020 21_54.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.577092125003178	7.03430059032922
"69"	"Parameters CF 1059 10_06_2020 21_55.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.652738783064862	7.13414486343832
"70"	"Parameters CF 106 11_06_2020 11_46.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.376752827623343	4.21741487939407
"71"	"Parameters CF 1060 10_06_2020 21_55.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.633929377634448	6.32171791290628
"72"	"Parameters CF 1061 10_06_2020 21_55.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.600424728081084	10.7489859572544
"73"	"Parameters CF 1062 10_06_2020 21_56.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.611519260864688	7.13594595092662
"74"	"Parameters CF 1063 10_06_2020 21_56.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.654108284790531	10.3775137690807
"75"	"Parameters CF 1064 10_06_2020 21_56.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.485676248947374	9.48010007742232
"76"	"Parameters CF 1065 10_06_2020 21_57.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.60114857458423	11.2030173319952
"77"	"Parameters CF 1066 10_06_2020 21_57.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.576840533002875	8.27956357551085
"78"	"Parameters CF 1067 10_06_2020 21_57.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.66242312057202	12.2709029962899
"79"	"Parameters CF 1068 10_06_2020 21_58.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.459490136486011	12.3078492863814
"80"	"Parameters CF 1069 10_06_2020 21_58.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.56762438715988	9.83634688909171
"81"	"Parameters CF 107 11_06_2020 11_47.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.633014223314276	2.79329271449203
"82"	"Parameters CF 1070 10_06_2020 21_58.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.419955963781128	13.8304820214898
"83"	"Parameters CF 1071 10_06_2020 21_58.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.417511619900457	7.8694733852653
"84"	"Parameters CF 1072 10_06_2020 21_59.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.455506276792387	14.7180677352484
"85"	"Parameters CF 1073 10_06_2020 21_59.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.49260606196843	13.5162647006887
"86"	"Parameters CF 1074 10_06_2020 21_59.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.525067713735938	7.80212963338324
"87"	"Parameters CF 1075 10_06_2020 21_59.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.58612333042874	10.2279887058909
"88"	"Parameters CF 1076 10_06_2020 22_00.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.552600984911054	8.1003064770893
"89"	"Parameters CF 1077 10_06_2020 22_00.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.53813816492504	13.8412858143459
"90"	"Parameters CF 1078 10_06_2020 22_00.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.555995684153025	13.1543703649266
"91"	"Parameters CF 1079 10_06_2020 22_00.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.618306929128395	8.58776779542012
"92"	"Parameters CF 108 11_06_2020 11_47.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.667369980852465	9.41804387598698
"93"	"Parameters CF 1080 10_06_2020 22_01.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.752256425913916	5.52340702096824
"94"	"Parameters CF 1081 10_06_2020 22_01.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.564194069572962	5.83447215506989
"95"	"Parameters CF 1082 10_06_2020 22_02.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.633405871201724	10.1716844109538
"96"	"Parameters CF 1083 10_06_2020 22_02.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.326556111948356	13.912673365791
"97"	"Parameters CF 1084 10_06_2020 22_02.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.437461671992496	11.0552357438992
"98"	"Parameters CF 1085 10_06_2020 22_02.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.512983823827664	9.18522394023521
"99"	"Parameters CF 1086 10_06_2020 22_03.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.584664570794847	10.6188178726536
"100"	"Parameters CF 1087 10_06_2020 22_03.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.527302504732285	13.4432825665223
"101"	"Parameters CF 1088 10_06_2020 22_03.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.459091409172446	10.0609107379627
"102"	"Parameters CF 1089 10_06_2020 22_03.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.395184564379378	7.43620750946333
"103"	"Parameters CF 109 11_06_2020 11_47.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.557256252173384	12.4266169714911
"104"	"Parameters CF 1090 10_06_2020 22_04.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.586778737443978	13.8109988799374
"105"	"Parameters CF 1091 10_06_2020 22_04.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.48531821761796	12.5361872598256
"106"	"Parameters CF 1092 10_06_2020 22_04.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.510519799125937	4.27366103416246
"107"	"Parameters CF 1093 10_06_2020 22_04.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.404311305980973	11.9816282615109
"108"	"Parameters CF 1094 10_06_2020 22_05.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.636870650645922	5.71169508333431
"109"	"Parameters CF 1095 10_06_2020 22_05.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.596540690875306	10.2402433903682
"110"	"Parameters CF 1096 10_06_2020 22_05.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.697103638240527	3.53124532661823
"111"	"Parameters CF 1097 10_06_2020 22_06.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.432094868953827	8.11890757038297
"112"	"Parameters CF 1098 10_06_2020 22_06.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.617494499913002	5.96483765252453
"113"	"Parameters CF 1099 10_06_2020 22_06.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.713835298996795	9.60481606895566
"114"	"Parameters CF 11 11_06_2020 11_18.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.588727099042441	8.68849671690191
"115"	"Parameters CF 110 11_06_2020 11_48.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.679720630073368	9.45286736166916
"116"	"Parameters CF 1100 10_06_2020 22_06.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.510937843077225	12.8641205992128
"117"	"Parameters CF 1101 10_06_2020 22_07.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.511430795602329	13.7943121330174
"118"	"Parameters CF 1102 10_06_2020 22_07.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.557574078005898	9.43854707238576
"119"	"Parameters CF 1103 10_06_2020 22_07.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.488929093099227	11.5985306429277
"120"	"Parameters CF 1104 10_06_2020 22_08.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.529759155817462	7.95704280077669
"121"	"Parameters CF 1105 10_06_2020 22_08.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.409019512234653	8.88925845225452
"122"	"Parameters CF 1106 10_06_2020 22_08.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.570267911320059	13.01362914825
"123"	"Parameters CF 1107 10_06_2020 22_09.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.760825722506443	12.342523296241
"124"	"Parameters CF 1108 10_06_2020 22_09.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.369387694682081	7.98479802951046
"125"	"Parameters CF 1109 10_06_2020 22_09.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.340982546575784	7.36731375406339
"126"	"Parameters CF 111 11_06_2020 11_48.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.650539905546445	7.99144900957303
"127"	"Parameters CF 1110 10_06_2020 22_09.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.566606582336417	7.0557564581042
"128"	"Parameters CF 1111 10_06_2020 22_10.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.59118219373957	8.1733001441175
"129"	"Parameters CF 1112 10_06_2020 22_10.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.512277736534362	12.6199926892812
"130"	"Parameters CF 1113 10_06_2020 22_10.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.646296488056684	13.0879832924093
"131"	"Parameters CF 1114 10_06_2020 22_11.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.417989841167488	15.7298024452429
"132"	"Parameters CF 1115 10_06_2020 22_11.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.647447672844399	9.43640973966224
"133"	"Parameters CF 1116 10_06_2020 22_11.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.571290701903493	8.30711216289846
"134"	"Parameters CF 1117 10_06_2020 22_12.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.730105830586586	10.5527821145295
"135"	"Parameters CF 1118 10_06_2020 22_12.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.726227654469432	14.0576597375007
"136"	"Parameters CF 1119 10_06_2020 22_12.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.476739215300533	13.3263808019374
"137"	"Parameters CF 112 11_06_2020 11_48.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.594632215016108	9.89085341053079
"138"	"Parameters CF 1120 10_06_2020 22_13.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.607090012891462	9.6217745793401
"139"	"Parameters CF 1121 10_06_2020 22_13.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.559472065071967	14.1700213949572
"140"	"Parameters CF 1122 10_06_2020 22_13.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.368062431397923	13.1801801717236
"141"	"Parameters CF 1123 10_06_2020 22_13.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.563510216062145	7.58413011164855
"142"	"Parameters CF 1124 10_06_2020 22_14.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.502452449890907	7.5327896629306
"143"	"Parameters CF 1125 10_06_2020 22_14.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.612736954689084	3.48614800334684
"144"	"Parameters CF 1126 10_06_2020 22_14.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.473650974864007	14.6344152170236
"145"	"Parameters CF 1127 10_06_2020 22_14.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.437181691852878	10.5485765766739
"146"	"Parameters CF 1128 10_06_2020 22_14.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.443234367423828	13.6576262142698
"147"	"Parameters CF 1129 10_06_2020 22_15.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.495107159099105	4.49108993839705
"148"	"Parameters CF 113 11_06_2020 11_49.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.583183085058648	10.9578953123138
"149"	"Parameters CF 1130 10_06_2020 22_15.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.543687021634546	7.4622033206644
"150"	"Parameters CF 1131 10_06_2020 22_15.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.474015272285918	8.38176773396373
"151"	"Parameters CF 1132 10_06_2020 22_16.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.454807371429934	7.73424541965728
"152"	"Parameters CF 1133 10_06_2020 22_16.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.642730027367011	5.26094686370808
"153"	"Parameters CF 1134 10_06_2020 22_16.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.604405010052547	8.32397201079274
"154"	"Parameters CF 1135 10_06_2020 22_16.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.61150150398794	13.8950212716199
"155"	"Parameters CF 1136 10_06_2020 22_17.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.585116110109885	10.4504147468495
"156"	"Parameters CF 1137 10_06_2020 22_17.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.650160963705752	8.13732644108435
"157"	"Parameters CF 1138 10_06_2020 22_17.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.54219783424659	12.8450982098362
"158"	"Parameters CF 1139 10_06_2020 22_18.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.783712540613869	7.54478245422241
"159"	"Parameters CF 114 11_06_2020 11_49.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.579294578067919	14.6950848067484
"160"	"Parameters CF 1140 10_06_2020 22_18.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.363767375528608	5.0440108974094
"161"	"Parameters CF 1141 10_06_2020 22_18.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.581499780764141	14.6035045755713
"162"	"Parameters CF 1142 10_06_2020 22_18.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.506909419490809	22.433620151027
"163"	"Parameters CF 1143 10_06_2020 22_19.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.373399472482755	13.3863041662619
"164"	"Parameters CF 1144 10_06_2020 22_19.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.558510251226748	8.02998113278601
"165"	"Parameters CF 1145 10_06_2020 22_19.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.626825828874301	9.70214888885854
"166"	"Parameters CF 1146 10_06_2020 22_19.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.588500028980016	11.9559994689722
"167"	"Parameters CF 1147 10_06_2020 22_20.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.571707662239972	9.37318340790378
"168"	"Parameters CF 1148 10_06_2020 22_20.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.632463689553653	8.44172127030014
"169"	"Parameters CF 1149 10_06_2020 22_20.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.585822656023584	10.3933610481892
"170"	"Parameters CF 115 11_06_2020 11_49.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.472126145477825	11.1187621842452
"171"	"Parameters CF 1150 10_06_2020 22_21.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.505079356662673	13.6932069984345
"172"	"Parameters CF 1151 10_06_2020 22_21.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.229670955294262	6.26645603948812
"173"	"Parameters CF 1152 10_06_2020 22_21.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.587210745948849	7.5649907185233
"174"	"Parameters CF 1153 10_06_2020 22_21.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.61699990091639	14.0149165174571
"175"	"Parameters CF 1154 10_06_2020 22_22.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.448442948980424	0.461468367903963
"176"	"Parameters CF 1155 10_06_2020 22_22.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.497577739489987	10.1972165357091
"177"	"Parameters CF 1156 10_06_2020 22_22.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.397005464760543	8.46638156093679
"178"	"Parameters CF 1157 10_06_2020 22_23.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.506638007084942	10.0382942749375
"179"	"Parameters CF 1158 10_06_2020 22_23.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.476143991487125	7.24358373796796
"180"	"Parameters CF 1159 10_06_2020 22_23.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.50518637014997	10.2437592544268
"181"	"Parameters CF 116 11_06_2020 11_49.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.52045900713149	12.5538272590374
"182"	"Parameters CF 1160 10_06_2020 22_23.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.548542133476736	8.32034560248278
"183"	"Parameters CF 1161 10_06_2020 22_24.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.668562199834621	9.4231448070019
"184"	"Parameters CF 1162 10_06_2020 22_24.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.511730368039393	12.3163789275405
"185"	"Parameters CF 1163 10_06_2020 22_24.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.406168063399256	12.4286958907983
"186"	"Parameters CF 1164 10_06_2020 22_24.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.60100866570906	7.68028353707371
"187"	"Parameters CF 1165 10_06_2020 22_25.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.521457379630398	7.97476515656521
"188"	"Parameters CF 1166 10_06_2020 22_25.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.461829545127677	11.8421763039675
"189"	"Parameters CF 1167 10_06_2020 22_25.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.585267749650843	14.9162784917517
"190"	"Parameters CF 1168 10_06_2020 22_26.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.58502269666215	5.77261910798166
"191"	"Parameters CF 1169 10_06_2020 22_26.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.405203851113497	10.3891452043811
"192"	"Parameters CF 117 11_06_2020 11_50.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.648024051800711	11.4985119305458
"193"	"Parameters CF 1170 10_06_2020 22_26.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.481999773692386	11.4305295752889
"194"	"Parameters CF 1171 10_06_2020 22_26.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.71426092953192	11.2253753707892
"195"	"Parameters CF 1172 10_06_2020 22_27.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.519713948256497	10.6760054406094
"196"	"Parameters CF 1173 10_06_2020 22_27.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.746161148602114	9.93797314177236
"197"	"Parameters CF 1174 10_06_2020 22_27.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.552665395984723	17.8964989976648
"198"	"Parameters CF 1175 10_06_2020 22_28.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.566119506666446	11.6502927268104
"199"	"Parameters CF 1176 10_06_2020 22_28.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.637630749978322	13.1595207149691
"200"	"Parameters CF 1177 10_06_2020 22_28.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.606033372252292	3.98514608834677
