"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"choosers_on_followers"	"weight_day"
"2264"	"Parameters CF 3034 10_06_2020 21_49.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.539224512262738	9.25416545235595
"2265"	"Parameters CF 3035 10_06_2020 21_50.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.734722593044486	13.3661831839185
"2266"	"Parameters CF 3036 10_06_2020 21_50.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.505726415267993	9.44509382807355
"2267"	"Parameters CF 3037 10_06_2020 21_50.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.507371745507182	11.4315532035641
"2268"	"Parameters CF 3038 10_06_2020 21_51.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.629126403366261	11.1972470655601
"2269"	"Parameters CF 3039 10_06_2020 21_51.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.429174250223475	12.453167761396
"2270"	"Parameters CF 304 11_06_2020 12_46.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.644242984268752	11.211695813992
"2271"	"Parameters CF 3040 10_06_2020 21_51.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.6793721891077	6.51637867192312
"2272"	"Parameters CF 3041 10_06_2020 21_52.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.684706950416826	17.5269552667829
"2273"	"Parameters CF 3042 10_06_2020 21_52.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.58519186316116	10.0170081548053
"2274"	"Parameters CF 3043 10_06_2020 21_52.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.593981551390205	11.2323995216592
"2275"	"Parameters CF 3044 10_06_2020 21_52.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.499778619761427	8.42570603418311
"2276"	"Parameters CF 3045 10_06_2020 21_53.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.495327821772287	13.2848133193707
"2277"	"Parameters CF 3046 10_06_2020 21_53.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.44589333851236	5.02909072421791
"2278"	"Parameters CF 3047 10_06_2020 21_53.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.644278150407295	10.6154218562887
"2279"	"Parameters CF 3048 10_06_2020 21_54.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.547076745111103	11.4038954576285
"2280"	"Parameters CF 3049 10_06_2020 21_54.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.543815752677179	9.87975080864615
"2281"	"Parameters CF 305 11_06_2020 12_46.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.525151744481854	11.5087593276309
"2282"	"Parameters CF 3050 10_06_2020 21_54.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.658516560358203	10.7084761755725
"2283"	"Parameters CF 3051 10_06_2020 21_54.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.493684536160687	14.7381634293237
"2284"	"Parameters CF 3052 10_06_2020 21_55.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.659383604731532	9.05329911835163
"2285"	"Parameters CF 3053 10_06_2020 21_55.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.495385592091134	10.5620070498113
"2286"	"Parameters CF 3054 10_06_2020 21_55.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.744873462871817	9.85278331634033
"2287"	"Parameters CF 3055 10_06_2020 21_56.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.556121943937028	9.39365366506508
"2288"	"Parameters CF 3056 10_06_2020 21_56.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.29965770499228	11.709819497905
"2289"	"Parameters CF 3057 10_06_2020 21_56.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.802474261543441	9.92489004865781
"2290"	"Parameters CF 3058 10_06_2020 21_56.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.500570708657595	14.4768169700275
"2291"	"Parameters CF 3059 10_06_2020 21_57.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.452959221121633	6.92189932033125
"2292"	"Parameters CF 306 11_06_2020 12_46.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.663079381884791	14.749369423234
"2293"	"Parameters CF 3060 10_06_2020 21_57.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.681497251049192	9.85884368107456
"2294"	"Parameters CF 3061 10_06_2020 21_58.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.660026489222668	14.373400468941
"2295"	"Parameters CF 3062 10_06_2020 21_58.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.547356021083378	9.2477863696774
"2296"	"Parameters CF 3063 10_06_2020 21_58.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.6630982464048	5.01883936088165
"2297"	"Parameters CF 3064 10_06_2020 21_58.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.544275743186138	10.7791509545891
"2298"	"Parameters CF 3065 10_06_2020 21_59.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.414489946121397	12.9839146907005
"2299"	"Parameters CF 3066 10_06_2020 21_59.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.473104297969259	7.9369297433148
"2300"	"Parameters CF 3067 10_06_2020 21_59.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.622919682714087	5.14366230498587
"2301"	"Parameters CF 3068 10_06_2020 21_59.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.49433967384411	12.7712327150156
"2302"	"Parameters CF 3069 10_06_2020 22_00.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.481416981442595	5.25004476459142
"2303"	"Parameters CF 307 11_06_2020 12_47.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.583619933766383	8.23196999492214
"2304"	"Parameters CF 3070 10_06_2020 22_00.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.670080411082293	8.19382865329679
"2305"	"Parameters CF 3071 10_06_2020 22_00.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.510557974969609	9.25506014332839
"2306"	"Parameters CF 3072 10_06_2020 22_00.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.45747672897283	10.3009097456763
"2307"	"Parameters CF 3073 10_06_2020 22_01.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.520432863518268	13.8039404386688
"2308"	"Parameters CF 3074 10_06_2020 22_01.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.604395589745774	8.48328354036797
"2309"	"Parameters CF 3075 10_06_2020 22_01.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.613035047813502	11.750944463057
"2310"	"Parameters CF 3076 10_06_2020 22_02.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.730455515248374	12.9155052745779
"2311"	"Parameters CF 3077 10_06_2020 22_02.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.563346817834145	9.1377845765242
"2312"	"Parameters CF 3078 10_06_2020 22_02.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.484826930656943	6.72410204003709
"2313"	"Parameters CF 3079 10_06_2020 22_03.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.444577773462687	5.073302753625
"2314"	"Parameters CF 308 11_06_2020 12_47.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.598309309668408	8.33966040941357
"2315"	"Parameters CF 3080 10_06_2020 22_03.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.359562098463525	14.1551004788055
"2316"	"Parameters CF 3081 10_06_2020 22_03.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.358135394900132	10.8712357018476
"2317"	"Parameters CF 3082 10_06_2020 22_03.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.579704924719272	1.2035278483288
"2318"	"Parameters CF 3083 10_06_2020 22_03.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.486197786156134	14.8196759068108
"2319"	"Parameters CF 3084 10_06_2020 22_04.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.498548170895792	11.0017664357465
"2320"	"Parameters CF 3085 10_06_2020 22_04.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.572481247772106	10.2660189996729
"2321"	"Parameters CF 3086 10_06_2020 22_04.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.527647125542818	2.32553031492764
"2322"	"Parameters CF 3087 10_06_2020 22_05.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.321500077401395	16.0363686337631
"2323"	"Parameters CF 3088 10_06_2020 22_05.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.499111625495271	7.71891052817909
"2324"	"Parameters CF 3089 10_06_2020 22_05.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.658981749551345	5.88496471299317
"2325"	"Parameters CF 309 11_06_2020 12_47.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.541251746345176	6.54553888267505
"2326"	"Parameters CF 3090 10_06_2020 22_06.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.583491012202976	13.296964152544
"2327"	"Parameters CF 3091 10_06_2020 22_06.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.542070827812759	9.45682632185107
"2328"	"Parameters CF 3092 10_06_2020 22_06.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.537162603759505	8.67065913949303
"2329"	"Parameters CF 3093 10_06_2020 22_07.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.552053178062703	8.94828172389166
"2330"	"Parameters CF 3094 10_06_2020 22_07.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.605189268707086	12.1585010298076
"2331"	"Parameters CF 3095 10_06_2020 22_07.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.485535737204765	9.2441690417201
"2332"	"Parameters CF 3096 10_06_2020 22_07.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.620206853325144	10.3181318560542
"2333"	"Parameters CF 3097 10_06_2020 22_08.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.683467322802709	12.5930430098694
"2334"	"Parameters CF 3098 10_06_2020 22_08.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.693650763844876	5.05446261051368
"2335"	"Parameters CF 3099 10_06_2020 22_09.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.680760051733249	10.655087235942
"2336"	"Parameters CF 31 11_06_2020 11_24.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.507022943015638	12.7101610490269
"2337"	"Parameters CF 310 11_06_2020 12_47.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.36652398797665	8.79817074137926
"2338"	"Parameters CF 3100 10_06_2020 22_09.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.614891013195546	6.165667772934
"2339"	"Parameters CF 3101 10_06_2020 22_09.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.475895590083133	10.7045402877308
"2340"	"Parameters CF 3102 10_06_2020 22_09.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.401588408568901	8.57100454614381
"2341"	"Parameters CF 3103 10_06_2020 22_10.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.601326263711437	12.6297986618398
"2342"	"Parameters CF 3104 10_06_2020 22_10.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.453845489707606	12.2779651534658
"2343"	"Parameters CF 3105 10_06_2020 22_10.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.663228386401963	12.2831393538757
"2344"	"Parameters CF 3106 10_06_2020 22_10.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.335659141859883	9.48891747678801
"2345"	"Parameters CF 3107 10_06_2020 22_11.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.561001401682206	8.42164617479645
"2346"	"Parameters CF 3108 10_06_2020 22_11.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.607348552233743	10.0980766199008
"2347"	"Parameters CF 3109 10_06_2020 22_11.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.561150146483225	10.6186068305974
"2348"	"Parameters CF 311 11_06_2020 12_48.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.544460035558092	10.0290053664214
"2349"	"Parameters CF 3110 10_06_2020 22_11.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.619261803811274	10.0411566100552
"2350"	"Parameters CF 3111 10_06_2020 22_12.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.50795025192795	6.26868263429602
"2351"	"Parameters CF 3112 10_06_2020 22_12.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.535858898814668	9.02504463719763
"2352"	"Parameters CF 3113 10_06_2020 22_12.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.630537907910912	4.78641157354663
"2353"	"Parameters CF 3114 10_06_2020 22_12.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.417259816949297	9.92262142883942
"2354"	"Parameters CF 3115 10_06_2020 22_13.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.506702129628068	8.95991674580552
"2355"	"Parameters CF 3116 10_06_2020 22_13.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.447869164233997	13.937390207993
"2356"	"Parameters CF 3117 10_06_2020 22_13.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.582833757281884	8.71229034758506
"2357"	"Parameters CF 3118 10_06_2020 22_14.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.644226267321487	16.3366811807256
"2358"	"Parameters CF 3119 10_06_2020 22_14.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.638510269722517	6.47223749473653
"2359"	"Parameters CF 312 11_06_2020 12_48.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.637721396892786	12.5234636804044
"2360"	"Parameters CF 3120 10_06_2020 22_14.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.519074755524655	13.5192343972564
"2361"	"Parameters CF 3121 10_06_2020 22_14.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.647813576098909	13.1860545614923
"2362"	"Parameters CF 3122 10_06_2020 22_15.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.555114849733681	12.6384604543703
"2363"	"Parameters CF 3123 10_06_2020 22_15.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.528649907949384	13.3875833671456
"2364"	"Parameters CF 3124 10_06_2020 22_15.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.604586232607999	7.62761133396801
"2365"	"Parameters CF 3125 10_06_2020 22_16.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.431983371887793	6.88860531203092
"2366"	"Parameters CF 3126 10_06_2020 22_16.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.518051294832429	8.48590854540415
"2367"	"Parameters CF 3127 10_06_2020 22_16.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.608152777775927	12.782781509247
"2368"	"Parameters CF 3128 10_06_2020 22_17.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.589169467564808	6.28647676549811
"2369"	"Parameters CF 3129 10_06_2020 22_17.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.504368058808281	10.3940729560411
"2370"	"Parameters CF 313 11_06_2020 12_48.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.455203459939359	11.3402726125114
"2371"	"Parameters CF 3130 10_06_2020 22_17.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.676292789429993	10.9332538238119
"2372"	"Parameters CF 3131 10_06_2020 22_17.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.604405091183365	8.90100972720315
"2373"	"Parameters CF 3132 10_06_2020 22_18.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.628229375478964	9.82025325181732
"2374"	"Parameters CF 3133 10_06_2020 22_18.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.288711089782783	13.8700114016157
"2375"	"Parameters CF 3134 10_06_2020 22_18.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.534846060337974	5.16110819325908
"2376"	"Parameters CF 3135 10_06_2020 22_19.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.571867921298795	7.05773960271213
"2377"	"Parameters CF 3136 10_06_2020 22_19.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.75394961096157	10.2616016308422
"2378"	"Parameters CF 3137 10_06_2020 22_19.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.670558580271526	7.23141335783594
"2379"	"Parameters CF 3138 10_06_2020 22_19.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.655022085602278	13.5523051328257
"2380"	"Parameters CF 3139 10_06_2020 22_20.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.709987036470871	9.70674103738941
"2381"	"Parameters CF 314 11_06_2020 12_48.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.469832898040988	4.1355831066379
"2382"	"Parameters CF 3140 10_06_2020 22_20.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.520686442056666	7.57862062972268
"2383"	"Parameters CF 3141 10_06_2020 22_20.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.585822846715518	10.5612753096793
"2384"	"Parameters CF 3142 10_06_2020 22_21.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.544630676943283	11.3396172309768
"2385"	"Parameters CF 3143 10_06_2020 22_21.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.519941185902268	10.1252809289679
"2386"	"Parameters CF 3144 10_06_2020 22_21.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.603719170840237	12.1174253903514
"2387"	"Parameters CF 3145 10_06_2020 22_21.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.730437271916633	8.85106203145737
"2388"	"Parameters CF 3146 10_06_2020 22_22.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.543428408996788	5.06268693321471
"2389"	"Parameters CF 3147 10_06_2020 22_22.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.508390492007813	10.7168634727687
"2390"	"Parameters CF 3148 10_06_2020 22_22.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.543978977101432	10.9243608616246
"2391"	"Parameters CF 3149 10_06_2020 22_22.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.527241626800659	10.8037134172649
"2392"	"Parameters CF 315 11_06_2020 12_49.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.458149925444749	12.5551913930966
"2393"	"Parameters CF 3150 10_06_2020 22_23.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.51314922901244	2.69921950430787
"2394"	"Parameters CF 3151 10_06_2020 22_23.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.430739637409049	11.2306929584196
"2395"	"Parameters CF 3152 10_06_2020 22_23.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.521688715836453	8.13492068486611
"2396"	"Parameters CF 3153 10_06_2020 22_23.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.500688833089979	11.5331450182433
"2397"	"Parameters CF 3154 10_06_2020 22_24.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.372525506302512	11.8295974363255
"2398"	"Parameters CF 3155 10_06_2020 22_24.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.482420414147806	14.5555609973889
"2399"	"Parameters CF 3156 10_06_2020 22_24.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.590667027233957	6.11136918967762
"2400"	"Parameters CF 3157 10_06_2020 22_24.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.432866148403039	13.201557545366
"2401"	"Parameters CF 3158 10_06_2020 22_25.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.497665013525276	15.1566302191888
"2402"	"Parameters CF 3159 10_06_2020 22_25.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.526612903358217	6.36413598008623
"2403"	"Parameters CF 316 11_06_2020 12_49.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.320935084889376	7.68381072096487
"2404"	"Parameters CF 3160 10_06_2020 22_25.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.575827851429544	11.7898562919731
"2405"	"Parameters CF 3161 10_06_2020 22_26.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.568465440193785	9.70218302755308
"2406"	"Parameters CF 3162 10_06_2020 22_26.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.569787958053897	5.45676052680704
"2407"	"Parameters CF 3163 10_06_2020 22_26.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.643313711965788	12.4921002732969
"2408"	"Parameters CF 3164 10_06_2020 22_27.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.658339234090043	8.96062363871269
"2409"	"Parameters CF 3165 10_06_2020 22_27.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.543957844513435	8.88368162524076
"2410"	"Parameters CF 3166 10_06_2020 22_27.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.468490077506038	9.77264171723615
"2411"	"Parameters CF 3167 10_06_2020 22_27.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.602298110585637	13.5947848487137
"2412"	"Parameters CF 3168 10_06_2020 22_28.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.428620451536131	11.5327845316085
"2413"	"Parameters CF 3169 10_06_2020 22_28.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.56077482456961	9.63253596907406
"2414"	"Parameters CF 317 11_06_2020 12_49.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.457035652678232	9.26693978288549
"2415"	"Parameters CF 3170 10_06_2020 22_28.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.625632909052583	7.51657334905265
"2416"	"Parameters CF 3171 10_06_2020 22_28.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.532821454141277	10.8949519268829
"2417"	"Parameters CF 3172 10_06_2020 22_29.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.705493516025187	5.92243806360873
"2418"	"Parameters CF 3173 10_06_2020 22_29.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.489369254305285	11.2083173105364
"2419"	"Parameters CF 3174 10_06_2020 22_29.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.376793159873826	9.66354562635212
"2420"	"Parameters CF 3175 10_06_2020 22_29.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.586869562791146	15.886946049181
"2421"	"Parameters CF 3176 10_06_2020 22_30.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.512501477702176	10.1638800045236
"2422"	"Parameters CF 3177 10_06_2020 22_30.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.551008003371917	10.4846761102834
"2423"	"Parameters CF 3178 10_06_2020 22_30.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.500777516446667	5.78266683499523
"2424"	"Parameters CF 3179 10_06_2020 22_31.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.583000489919034	11.6955717105792
"2425"	"Parameters CF 318 11_06_2020 12_50.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.47766783042815	13.092034249798
"2426"	"Parameters CF 3180 10_06_2020 22_31.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.68114205707343	18.8948958270282
"2427"	"Parameters CF 3181 10_06_2020 22_31.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.676423231960165	5.36558759017447
"2428"	"Parameters CF 3182 10_06_2020 22_32.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.499375196719221	7.32660208061272
"2429"	"Parameters CF 3183 10_06_2020 22_32.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.402964747804031	14.9789486768176
"2430"	"Parameters CF 3184 10_06_2020 22_32.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.510989499030002	11.7245258842021
"2431"	"Parameters CF 3185 10_06_2020 22_32.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.421434219507169	10.0240571322837
"2432"	"Parameters CF 3186 10_06_2020 22_33.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.524390686514708	8.04914594238708
"2433"	"Parameters CF 3187 10_06_2020 22_33.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.755208385601501	10.4852628139226
"2434"	"Parameters CF 3188 10_06_2020 22_33.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.62455615074886	13.8176571126692
"2435"	"Parameters CF 3189 10_06_2020 22_34.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.61540627374095	11.8756424432017
"2436"	"Parameters CF 319 11_06_2020 12_50.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.606673390136449	12.8856068077976
"2437"	"Parameters CF 3190 10_06_2020 22_34.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.66947179315039	12.5452566140766
"2438"	"Parameters CF 3191 10_06_2020 22_34.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.582231929422025	8.68079090284513
"2439"	"Parameters CF 3192 10_06_2020 22_35.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.56267255751065	9.75711121719314
"2440"	"Parameters CF 3193 10_06_2020 22_35.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.625768066254033	14.0208356325487
"2441"	"Parameters CF 3194 10_06_2020 22_35.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.577086912153281	2.2437841611242
"2442"	"Parameters CF 3195 10_06_2020 22_35.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.661794268790815	8.04872066306118
"2443"	"Parameters CF 3196 10_06_2020 22_36.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.576760459954119	12.3344636821496
"2444"	"Parameters CF 3197 10_06_2020 22_36.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.50326160785866	11.9840413389311
"2445"	"Parameters CF 3198 10_06_2020 22_36.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.493502558622081	10.1926330744752
"2446"	"Parameters CF 3199 10_06_2020 22_37.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.557163971083405	15.3757269256993
"2447"	"Parameters CF 32 11_06_2020 11_24.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.46204011123687	10.1907140405702
"2448"	"Parameters CF 320 11_06_2020 12_50.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.644375171245571	13.1928070485733
"2449"	"Parameters CF 3200 10_06_2020 22_37.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.510748185664146	8.13711798531156
"2450"	"Parameters CF 3201 10_06_2020 22_37.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.505038255259301	10.9898183597371
"2451"	"Parameters CF 3202 10_06_2020 22_37.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.704268503737893	4.61243844049156
"2452"	"Parameters CF 3203 10_06_2020 22_38.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.453445771322715	12.1142092823064
"2453"	"Parameters CF 3204 10_06_2020 22_38.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.596221879539384	9.7454916429713
"2454"	"Parameters CF 3205 10_06_2020 22_38.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.751463053135636	8.40394866180733
"2455"	"Parameters CF 3206 10_06_2020 22_39.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.523749374940797	5.47693461235828
"2456"	"Parameters CF 3207 10_06_2020 22_39.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.609116851982908	11.6910643185074
"2457"	"Parameters CF 3208 10_06_2020 22_39.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.373863412647743	12.5014475932926
"2458"	"Parameters CF 3209 10_06_2020 22_39.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.471925052767453	10.2719817675614
"2459"	"Parameters CF 321 11_06_2020 12_51.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.606757136611941	19.5912483226427
"2460"	"Parameters CF 3210 10_06_2020 22_40.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.709285799143291	8.45777881368265
"2461"	"Parameters CF 3211 10_06_2020 22_40.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.581639567844036	18.1304059607312
