"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"bi_CA"	"weight_day"
"723"	"Parameters bimodal 1648 28_11_2019 12_48.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	12.1883683487378
"724"	"Parameters bimodal 1649 28_11_2019 12_48.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	15.9069351452743
"725"	"Parameters bimodal 165 28_11_2019 10_15.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	5.71547002217486
"726"	"Parameters bimodal 1650 28_11_2019 12_48.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	9.03835945829077
"727"	"Parameters bimodal 1651 28_11_2019 12_48.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	8.58658296247243
"728"	"Parameters bimodal 1652 28_11_2019 12_49.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	12.9470452739043
"729"	"Parameters bimodal 1653 28_11_2019 12_49.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	7.70728752712294
"730"	"Parameters bimodal 1654 28_11_2019 12_49.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	5.47435426675495
"731"	"Parameters bimodal 1655 28_11_2019 12_49.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	10.9010330266878
"732"	"Parameters bimodal 1656 28_11_2019 12_49.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	10.8791913886459
"733"	"Parameters bimodal 1657 28_11_2019 12_50.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	7.16302935854915
"734"	"Parameters bimodal 1658 28_11_2019 12_50.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"False"	11.5789688398126
"735"	"Parameters bimodal 1659 28_11_2019 12_50.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	12.2616525096247
"736"	"Parameters bimodal 166 28_11_2019 10_15.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	12.6918978674914
"737"	"Parameters bimodal 1660 28_11_2019 12_51.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	10.0730791427594
"738"	"Parameters bimodal 1661 28_11_2019 12_52.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	7.50099139535623
"739"	"Parameters bimodal 1662 28_11_2019 12_52.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	14.2078691336641
"740"	"Parameters bimodal 1663 28_11_2019 12_52.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	12.6527150127616
"741"	"Parameters bimodal 1664 28_11_2019 12_52.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	9.36161859781938
"742"	"Parameters bimodal 1665 28_11_2019 12_52.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	10.0492700880608
"743"	"Parameters bimodal 1666 28_11_2019 12_52.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	13.4564466197963
"744"	"Parameters bimodal 1667 28_11_2019 12_52.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	11.3669659331003
"745"	"Parameters bimodal 1668 28_11_2019 12_53.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"False"	8.4264241973647
"746"	"Parameters bimodal 1669 28_11_2019 12_53.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"True"	12.3029534878791
"747"	"Parameters bimodal 167 28_11_2019 10_15.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	4.54145082089784
"748"	"Parameters bimodal 1670 28_11_2019 12_54.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"False"	9.44610421742508
"749"	"Parameters bimodal 1671 28_11_2019 12_54.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	6.96659444025437
"750"	"Parameters bimodal 1672 28_11_2019 12_54.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	9.19603945708946
"751"	"Parameters bimodal 1673 28_11_2019 12_55.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	10.0676898409842
"752"	"Parameters bimodal 1674 28_11_2019 12_55.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	11.2524769089734
"753"	"Parameters bimodal 1675 28_11_2019 12_55.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	7.38171333508615
"754"	"Parameters bimodal 1676 28_11_2019 12_55.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	6.52873821380305
"755"	"Parameters bimodal 1677 28_11_2019 12_55.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	11.0174875620527
"756"	"Parameters bimodal 1678 28_11_2019 12_55.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	5.93820747424395
"757"	"Parameters bimodal 1679 28_11_2019 12_55.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	14.6310478761532
"758"	"Parameters bimodal 168 28_11_2019 10_15.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	7.79023389953621
"759"	"Parameters bimodal 1680 28_11_2019 12_56.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	15.2529856756904
"760"	"Parameters bimodal 1681 28_11_2019 12_56.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	4.65945621892562
"761"	"Parameters bimodal 1682 28_11_2019 12_56.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	7.71805632233069
"762"	"Parameters bimodal 1683 28_11_2019 12_56.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	10.9455715474815
"763"	"Parameters bimodal 1684 28_11_2019 12_56.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	10.6847901107654
"764"	"Parameters bimodal 1685 28_11_2019 12_57.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	10.0592184522164
"765"	"Parameters bimodal 1686 28_11_2019 12_57.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	10.8320928010498
"766"	"Parameters bimodal 1687 28_11_2019 12_57.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	1.42650554572719
"767"	"Parameters bimodal 1688 28_11_2019 12_58.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	13.4063599734401
"768"	"Parameters bimodal 1689 28_11_2019 12_58.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	9.43848292696285
"769"	"Parameters bimodal 169 28_11_2019 10_16.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	11.7026315534012
"770"	"Parameters bimodal 1690 28_11_2019 12_59.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	10.4161037733796
"771"	"Parameters bimodal 1691 28_11_2019 12_59.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	7.31344818053333
"772"	"Parameters bimodal 1692 28_11_2019 12_59.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	4.91488038812123
"773"	"Parameters bimodal 1693 28_11_2019 12_59.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	9.87222994588861
"774"	"Parameters bimodal 1694 28_11_2019 12_59.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	10.4167807516903
"775"	"Parameters bimodal 1695 28_11_2019 13_00.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	5.02478882153974
"776"	"Parameters bimodal 1696 28_11_2019 13_02.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"False"	7.65673125562586
"777"	"Parameters bimodal 1697 28_11_2019 13_02.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	7.56915516374708
"778"	"Parameters bimodal 1698 28_11_2019 13_02.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	8.0472400322953
"779"	"Parameters bimodal 1699 28_11_2019 13_02.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	13.1668585481063
"780"	"Parameters bimodal 17 28_11_2019 09_22.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	10.2945168024069
"781"	"Parameters bimodal 170 28_11_2019 10_16.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	13.5360286967812
"782"	"Parameters bimodal 1700 28_11_2019 13_03.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	8.73359433228261
"783"	"Parameters bimodal 1701 28_11_2019 13_03.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	13.0905478565188
"784"	"Parameters bimodal 1702 28_11_2019 13_04.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"False"	8.04182446135185
"785"	"Parameters bimodal 1703 28_11_2019 13_04.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"True"	16.7982844872719
"786"	"Parameters bimodal 1704 28_11_2019 13_05.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	9.52141998808616
"787"	"Parameters bimodal 1705 28_11_2019 13_05.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	9.39038162407228
"788"	"Parameters bimodal 1706 28_11_2019 13_05.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	6.66170341465549
"789"	"Parameters bimodal 1707 28_11_2019 13_05.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	4.07846146652519
"790"	"Parameters bimodal 1708 28_11_2019 13_05.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	11.2314112249951
"791"	"Parameters bimodal 1709 28_11_2019 13_05.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"True"	8.28119940064302
"792"	"Parameters bimodal 171 28_11_2019 10_16.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	13.0535386050575
"793"	"Parameters bimodal 1710 28_11_2019 13_05.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	14.1108565798935
"794"	"Parameters bimodal 1711 28_11_2019 13_06.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	9.91576059583131
"795"	"Parameters bimodal 1712 28_11_2019 13_06.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	13.8440085106485
"796"	"Parameters bimodal 1713 28_11_2019 13_08.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"False"	9.44478038165298
"797"	"Parameters bimodal 1714 28_11_2019 13_08.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"True"	10.2968940692801
"798"	"Parameters bimodal 1715 28_11_2019 13_08.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	4.66955522228466
"799"	"Parameters bimodal 1716 28_11_2019 13_09.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	16.0316309108084
"800"	"Parameters bimodal 1717 28_11_2019 13_09.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	6.7791146542303
"801"	"Parameters bimodal 1718 28_11_2019 13_09.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	7.79823479940362
"802"	"Parameters bimodal 1719 28_11_2019 13_09.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	16.2908750079644
"803"	"Parameters bimodal 172 28_11_2019 10_16.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	10.1742154432073
"804"	"Parameters bimodal 1720 28_11_2019 13_09.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	9.46809697343231
"805"	"Parameters bimodal 1721 28_11_2019 13_09.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	10.703974183205
"806"	"Parameters bimodal 1722 28_11_2019 13_09.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	13.2650931770669
"807"	"Parameters bimodal 1723 28_11_2019 13_09.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	12.3748286197304
"808"	"Parameters bimodal 1724 28_11_2019 13_10.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	9.52054647639727
"809"	"Parameters bimodal 1725 28_11_2019 13_11.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	12.6123631857387
"810"	"Parameters bimodal 1726 28_11_2019 13_11.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	10.4660655918037
"811"	"Parameters bimodal 1727 28_11_2019 13_12.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	9.42857784492598
"812"	"Parameters bimodal 1728 28_11_2019 13_12.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	11.4774871059717
"813"	"Parameters bimodal 1729 28_11_2019 13_13.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	7.94185212983252
"814"	"Parameters bimodal 173 28_11_2019 10_17.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	6.8415902617217
"815"	"Parameters bimodal 1730 28_11_2019 13_13.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	8.20329147131553
"816"	"Parameters bimodal 1731 28_11_2019 13_13.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	1.87575930413151
"817"	"Parameters bimodal 1732 28_11_2019 13_13.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	6.12522928571734
"818"	"Parameters bimodal 1733 28_11_2019 13_13.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	5.96913150280701
"819"	"Parameters bimodal 1734 28_11_2019 13_13.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	6.5698196694313
"820"	"Parameters bimodal 1735 28_11_2019 13_14.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	10.7890737229646
"821"	"Parameters bimodal 1736 28_11_2019 13_14.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	5.93994921620281
"822"	"Parameters bimodal 1737 28_11_2019 13_14.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"True"	9.06407687696244
"823"	"Parameters bimodal 1738 28_11_2019 13_14.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"True"	10.3677505878573
"824"	"Parameters bimodal 1739 28_11_2019 13_14.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"True"	16.6231500313351
"825"	"Parameters bimodal 174 28_11_2019 10_17.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	12.330558637265
"826"	"Parameters bimodal 1740 28_11_2019 13_14.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	10.9564848508524
"827"	"Parameters bimodal 1741 28_11_2019 13_14.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	11.4864476445969
"828"	"Parameters bimodal 1742 28_11_2019 13_16.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"False"	7.05675666424932
"829"	"Parameters bimodal 1743 28_11_2019 13_16.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	10.6771818889166
"830"	"Parameters bimodal 1744 28_11_2019 13_17.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	9.08241346675099
"831"	"Parameters bimodal 1745 28_11_2019 13_17.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	10.6525190666274
"832"	"Parameters bimodal 1746 28_11_2019 13_17.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	12.471327839237
"833"	"Parameters bimodal 1747 28_11_2019 13_18.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	7.43578859877613
"834"	"Parameters bimodal 1748 28_11_2019 13_18.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"False"	9.93650437876238
"835"	"Parameters bimodal 1749 28_11_2019 13_18.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"True"	7.48096707612901
"836"	"Parameters bimodal 175 28_11_2019 10_17.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	13.7938528917048
"837"	"Parameters bimodal 1750 28_11_2019 13_18.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	12.376919074252
"838"	"Parameters bimodal 1751 28_11_2019 13_18.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	10.9995722809718
"839"	"Parameters bimodal 1752 28_11_2019 13_19.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	9.25005777277307
"840"	"Parameters bimodal 1753 28_11_2019 13_19.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	9.24628367210197
"841"	"Parameters bimodal 1754 28_11_2019 13_19.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	15.0025892853095
"842"	"Parameters bimodal 1755 28_11_2019 13_19.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	16.4543472659803
"843"	"Parameters bimodal 1756 28_11_2019 13_19.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	5.64679463316256
"844"	"Parameters bimodal 1757 28_11_2019 13_19.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	12.8276984697643
"845"	"Parameters bimodal 1758 28_11_2019 13_19.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	9.92421625869825
"846"	"Parameters bimodal 1759 28_11_2019 13_19.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	9.40892911313024
"847"	"Parameters bimodal 176 28_11_2019 10_18.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	9.08963552540401
"848"	"Parameters bimodal 1760 28_11_2019 13_19.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"True"	12.7823975563841
"849"	"Parameters bimodal 1761 28_11_2019 13_20.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	10.9625682725773
"850"	"Parameters bimodal 1762 28_11_2019 13_20.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	11.2348135747899
"851"	"Parameters bimodal 1763 28_11_2019 13_20.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	8.90462705608931
"852"	"Parameters bimodal 1764 28_11_2019 13_20.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	9.54574385458613
"853"	"Parameters bimodal 1765 28_11_2019 13_20.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	11.1513930135398
"854"	"Parameters bimodal 1766 28_11_2019 13_21.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	10.6719444910973
"855"	"Parameters bimodal 1767 28_11_2019 13_22.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	12.5723557025835
"856"	"Parameters bimodal 1768 28_11_2019 13_22.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	12.4746612166703
"857"	"Parameters bimodal 1769 28_11_2019 13_23.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	6.60130929007791
"858"	"Parameters bimodal 177 28_11_2019 10_18.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	12.2022915203029
"859"	"Parameters bimodal 1770 28_11_2019 13_24.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	13.6610606757024
"860"	"Parameters bimodal 1771 28_11_2019 13_24.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	11.3932270307816
"861"	"Parameters bimodal 1772 28_11_2019 13_24.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	5.97796156895891
"862"	"Parameters bimodal 1773 28_11_2019 13_24.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"True"	10.7507485489798
"863"	"Parameters bimodal 1774 28_11_2019 13_24.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	11.7790897700973
"864"	"Parameters bimodal 1775 28_11_2019 13_24.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"True"	12.7544841267958
"865"	"Parameters bimodal 1776 28_11_2019 13_24.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	11.6047850863519
"866"	"Parameters bimodal 1777 28_11_2019 13_24.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	11.1504924027297
"867"	"Parameters bimodal 1778 28_11_2019 13_24.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	8.65302780739133
"868"	"Parameters bimodal 1779 28_11_2019 13_24.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	13.1510545704988
"869"	"Parameters bimodal 178 28_11_2019 10_18.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"True"	4.55735185578217
"870"	"Parameters bimodal 1780 28_11_2019 13_25.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"False"	10.0418748646755
"871"	"Parameters bimodal 1781 28_11_2019 13_25.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	12.9937816423037
"872"	"Parameters bimodal 1782 28_11_2019 13_26.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	12.3232803107515
"873"	"Parameters bimodal 1783 28_11_2019 13_27.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	8.63104568310895
"874"	"Parameters bimodal 1784 28_11_2019 13_28.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	9.04373391513776
"875"	"Parameters bimodal 1785 28_11_2019 13_28.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	12.6030610077474
"876"	"Parameters bimodal 1786 28_11_2019 13_28.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"False"	7.83740146490875
"877"	"Parameters bimodal 1787 28_11_2019 13_28.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	13.9228069161453
"878"	"Parameters bimodal 1788 28_11_2019 13_29.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	8.45915265003106
"879"	"Parameters bimodal 1789 28_11_2019 13_29.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	11.7287014007266
"880"	"Parameters bimodal 179 28_11_2019 10_19.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	7.33651263276316
"881"	"Parameters bimodal 1790 28_11_2019 13_29.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	14.017468312591
"882"	"Parameters bimodal 1791 28_11_2019 13_29.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	9.14544453593493
"883"	"Parameters bimodal 1792 28_11_2019 13_29.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	12.0904494834124
"884"	"Parameters bimodal 1793 28_11_2019 13_30.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	2.87885983901101
"885"	"Parameters bimodal 1794 28_11_2019 13_30.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	10.1822856226001
"886"	"Parameters bimodal 1795 28_11_2019 13_31.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"True"	11.8026002630896
"887"	"Parameters bimodal 1796 28_11_2019 13_31.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	7.82760327652602
"888"	"Parameters bimodal 1797 28_11_2019 13_31.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	6.50814979990877
"889"	"Parameters bimodal 1798 28_11_2019 13_31.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	13.9816660121678
"890"	"Parameters bimodal 1799 28_11_2019 13_31.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	12.6661350351318
"891"	"Parameters bimodal 18 28_11_2019 09_22.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	6.19511937715546
"892"	"Parameters bimodal 180 28_11_2019 10_20.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	12.1327557507864
"893"	"Parameters bimodal 1800 28_11_2019 13_32.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	14.7387522895828
"894"	"Parameters bimodal 1801 28_11_2019 13_32.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"False"	9.96750612211425
"895"	"Parameters bimodal 1802 28_11_2019 13_32.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	11.5130850578268
"896"	"Parameters bimodal 1803 28_11_2019 13_32.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	5.63048730348197
"897"	"Parameters bimodal 1804 28_11_2019 13_32.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"True"	12.6331638455725
"898"	"Parameters bimodal 1805 28_11_2019 13_32.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	8.80890823592645
"899"	"Parameters bimodal 1806 28_11_2019 13_32.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	8.48208899073005
"900"	"Parameters bimodal 1807 28_11_2019 13_32.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	10.0947280972621
"901"	"Parameters bimodal 1808 28_11_2019 13_33.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	6.83710608430223
"902"	"Parameters bimodal 1809 28_11_2019 13_34.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	12.9571078764818
"903"	"Parameters bimodal 181 28_11_2019 10_20.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"True"	8.33252375223224
"904"	"Parameters bimodal 1810 28_11_2019 13_34.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	1.72972919845278
"905"	"Parameters bimodal 1811 28_11_2019 13_34.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	12.8727356330945
"906"	"Parameters bimodal 1812 28_11_2019 13_34.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"False"	10.0297231387243
"907"	"Parameters bimodal 1813 28_11_2019 13_34.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	9.45930308179172
"908"	"Parameters bimodal 1814 28_11_2019 13_34.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	13.5208379431209
"909"	"Parameters bimodal 1815 28_11_2019 13_34.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	10.3934305684558
"910"	"Parameters bimodal 1816 28_11_2019 13_34.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	11.0460446606011
"911"	"Parameters bimodal 1817 28_11_2019 13_34.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	13.7645524244213
"912"	"Parameters bimodal 1818 28_11_2019 13_35.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"False"	12.561629925257
"913"	"Parameters bimodal 1819 28_11_2019 13_35.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	14.2960807179886
"914"	"Parameters bimodal 182 28_11_2019 10_20.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	7.75666724746808
"915"	"Parameters bimodal 1820 28_11_2019 13_36.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"False"	5.95315227570751
"916"	"Parameters bimodal 1821 28_11_2019 13_36.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	9.10600998985556
"917"	"Parameters bimodal 1822 28_11_2019 13_36.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	10.0755075127025
"918"	"Parameters bimodal 1823 28_11_2019 13_36.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"True"	10.5766726608081
"919"	"Parameters bimodal 1824 28_11_2019 13_36.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	7.0927870388103
"920"	"Parameters bimodal 1825 28_11_2019 13_36.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	6.57323255052088
"921"	"Parameters bimodal 1826 28_11_2019 13_37.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	10.9240115998076
"922"	"Parameters bimodal 1827 28_11_2019 13_38.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	16.9781238425876
"923"	"Parameters bimodal 1828 28_11_2019 13_38.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	9.23787012316747
