"scenario"	"file_path"	"2"	"5"	"10"	"15"	"20"	"30"	"40"	"internal_loops"	"all_loops"	"dens_undirected"	"dens_directed"	"reciproc"	"transitivity_und"	"transitivity_dir"
"1"	"bimodal"	"Output bimodal 0 10_06_2020 21_35.txt"	70.2783013540126	342.766175386011	849.858726508085	1388.81641409478	2154.16061868741	3523.09194046782	4490.61383266014	0.513333333333333	150	0.654545454545455	0.418181818181818	0.434782608695652	0.733333333333333	0.733333333333333
"2"	"bimodal"	"Output bimodal 1 10_06_2020 21_36.txt"	18.5525246596497	109.572018049118	377.609004589484	806.808036912558	1374.22841946924	3053.07273312648	5357.93872323569	0.575	120	0.545454545454545	0.345454545454545	0.421052631578947	0.58	0.58
"3"	"bimodal"	"Output bimodal 10 10_06_2020 21_37.txt"	40.3750128871878	185.351205370861	509.48299616189	995.467997534021	1706.51282655991	3381.37682762478	5033.14145190775	0.486486486486487	148	0.745454545454545	0.472727272727273	0.423076923076923	0.755395683453237	0.755395683453237
"4"	"bimodal"	"Output bimodal 100 10_06_2020 21_54.txt"	16.2647339220333	97.8402681792087	359.219170793266	775.704496096431	1365.27114098285	2942.93626112551	5155.34378606807	0.55	120	0.6	0.363636363636364	0.35	0.593220338983051	0.593220338983051
"5"	"bimodal"	"Output bimodal 1000 10_06_2020 21_36.txt"	14.9043595522173	93.4761277267972	346.163149582594	748.527981142113	1302.10349457712	2917.22852145279	5159.61121700702	0.590163934426229	122	0.6	0.354545454545455	0.307692307692308	0.559322033898305	0.559322033898305
"6"	"bimodal"	"Output bimodal 1001 10_06_2020 21_36.txt"	96.8424392374831	409.238387341532	784.037531397442	1203.99070113394	1996.51915881525	3691.03750690728	4535.01400799736	0.0821917808219178	146	0.745454545454545	0.6	0.757575757575758	0.821052631578947	0.821052631578947
"7"	"bimodal"	"Output bimodal 1002 10_06_2020 21_36.txt"	40.7881832079833	187.031803415346	595.47939169068	1177.91672100497	1929.73856103503	3562.66775653371	4967.84086152833	0.507142857142857	140	0.690909090909091	0.463636363636364	0.509803921568627	0.676595744680851	0.676595744680851
"8"	"bimodal"	"Output bimodal 1003 10_06_2020 21_36.txt"	35.567833936039	162.193577382204	546.904299093066	1117.6722834559	1841.40703420406	3470.0876519434	5101.93375640074	0.125	136	0.709090909090909	0.563636363636364	0.741935483870968	0.831460674157303	0.831460674157303
"9"	"bimodal"	"Output bimodal 1004 10_06_2020 21_37.txt"	52.7495562658917	216.197732364268	554.786360223254	1046.65420552478	1725.68824305197	3461.50031661613	5202.26938644203	0.552	125	0.490909090909091	0.354545454545455	0.615384615384615	0.613636363636364	0.613636363636364
"10"	"bimodal"	"Output bimodal 1005 10_06_2020 21_37.txt"	36.0073636189731	160.624913322502	494.769360651734	989.226040959286	1629.83035350448	3275.37803327487	5215.55991597478	0.620689655172414	145	0.545454545454545	0.354545454545455	0.461538461538462	0.517241379310345	0.517241379310345
"11"	"bimodal"	"Output bimodal 1006 10_06_2020 21_37.txt"	33.3090886690053	153.594947909583	500.215937550389	1031.70309099188	1710.94374986233	3379.42087429707	5194.21816352771	0.128571428571429	140	0.890909090909091	0.663636363636364	0.657534246575342	0.893129770992366	0.893129770992366
"12"	"bimodal"	"Output bimodal 1007 10_06_2020 21_37.txt"	43.586150375598	201.280119813077	572.566220961324	1130.92185637027	1896.18789266853	3528.97084712136	5058.11417810769	0.062111801242236	161	0.890909090909091	0.690909090909091	0.710526315789474	0.89620253164557	0.89620253164557
"13"	"bimodal"	"Output bimodal 1008 10_06_2020 21_38.txt"	40.7947006078916	184.055858911381	533.369790984068	1080.4428714635	1708.77043515381	3191.84431479311	4911.53999028728	0.601449275362319	138	0.654545454545455	0.418181818181818	0.434782608695652	0.67741935483871	0.67741935483871
"14"	"bimodal"	"Output bimodal 1009 10_06_2020 21_38.txt"	41.0440095925806	198.554350323555	568.600353702592	1126.64863715698	1858.36166010183	3437.39230063153	4809.53963161959	0.0866666666666667	150	0.818181818181818	0.618181818181818	0.676470588235294	0.839285714285714	0.839285714285714
"15"	"bimodal"	"Output bimodal 101 10_06_2020 21_54.txt"	19.6384617008986	112.884465838577	389.252987953933	812.662198393936	1384.26004745058	2935.36424010342	4931.72529671799	0.496402877697842	139	0.690909090909091	0.445454545454545	0.448979591836735	0.711864406779661	0.711864406779661
"16"	"bimodal"	"Output bimodal 1010 10_06_2020 21_38.txt"	38.6443484866268	194.489876917305	556.084962047208	1065.24254216993	1815.6049143172	3483.80973811294	5088.31511195671	0.144927536231884	138	0.8	0.6	0.666666666666667	0.859756097560976	0.859756097560976
"17"	"bimodal"	"Output bimodal 1011 10_06_2020 21_38.txt"	48.0396753408085	218.020545424863	611.756380241271	1202.37718557301	1962.54413941732	3481.3047045307	4831.20316713814	0.496350364963504	137	0.690909090909091	0.427272727272727	0.382978723404255	0.826771653543307	0.826771653543307
"18"	"bimodal"	"Output bimodal 1012 10_06_2020 21_38.txt"	44.4571178788569	203.75306764459	610.125425492401	1179.43397520813	1871.99895722092	3407.81364974424	4925.11240538917	0.102739726027397	146	0.836363636363636	0.581818181818182	0.5625	0.859598853868195	0.859598853868195
"19"	"bimodal"	"Output bimodal 1013 10_06_2020 21_38.txt"	68.8022061306625	321.826455614515	727.708308920841	1286.39458551096	2141.54328388408	3451.46318875391	4722.77587343581	0.680851063829787	141	0.418181818181818	0.254545454545455	0.357142857142857	0.520408163265306	0.520408163265306
