"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"weight_day"
"48"	"Parameters conspec-attraction 104 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	9.91139890530323
"49"	"Parameters conspec-attraction 1040 28_11_2019 09_16.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	7.23899721286988
"50"	"Parameters conspec-attraction 1041 28_11_2019 09_16.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	6.61924508691462
"51"	"Parameters conspec-attraction 1042 28_11_2019 09_17.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	2.7589968950178
"52"	"Parameters conspec-attraction 1043 28_11_2019 09_17.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	7.28342866685634
"53"	"Parameters conspec-attraction 1044 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	16.9665063870378
"54"	"Parameters conspec-attraction 1045 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.2597207012268
"55"	"Parameters conspec-attraction 1046 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	10.3271374661976
"56"	"Parameters conspec-attraction 1047 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	5.13335865510448
"57"	"Parameters conspec-attraction 1048 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	9.66581106877523
"58"	"Parameters conspec-attraction 1049 28_11_2019 09_17.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	9.8568270811157
"59"	"Parameters conspec-attraction 105 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	11.4125590487271
"60"	"Parameters conspec-attraction 1050 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	8.08924417375781
"61"	"Parameters conspec-attraction 1051 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	10.5495696457494
"62"	"Parameters conspec-attraction 1052 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	5.41035009527104
"63"	"Parameters conspec-attraction 1053 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	12.1560414251607
"64"	"Parameters conspec-attraction 1054 28_11_2019 09_17.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	6.63738021782879
"65"	"Parameters conspec-attraction 1055 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	5.72939440920606
"66"	"Parameters conspec-attraction 1056 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.4136920256567
"67"	"Parameters conspec-attraction 1057 28_11_2019 09_17.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	10.1352645692029
"68"	"Parameters conspec-attraction 1058 28_11_2019 09_17.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	6.99499837899551
"69"	"Parameters conspec-attraction 1059 28_11_2019 09_17.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	6.93814138908027
"70"	"Parameters conspec-attraction 106 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	5.92683953225723
"71"	"Parameters conspec-attraction 1060 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	9.05930953909904
"72"	"Parameters conspec-attraction 1061 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	6.7041155329373
"73"	"Parameters conspec-attraction 1062 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	5.01306731708901
"74"	"Parameters conspec-attraction 1063 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	7.30021706822912
"75"	"Parameters conspec-attraction 1064 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	10.1193856494276
"76"	"Parameters conspec-attraction 1065 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	7.69946462703921
"77"	"Parameters conspec-attraction 1066 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	11.1734285744189
"78"	"Parameters conspec-attraction 1067 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.54042277248463
"79"	"Parameters conspec-attraction 1068 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	10.6337175825644
"80"	"Parameters conspec-attraction 1069 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	9.66872534438934
"81"	"Parameters conspec-attraction 107 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	9.83006436156234
"82"	"Parameters conspec-attraction 1070 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	10.7185403575522
"83"	"Parameters conspec-attraction 1071 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.1476956375496
"84"	"Parameters conspec-attraction 1072 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	8.84702094259985
"85"	"Parameters conspec-attraction 1073 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	6.35669163633659
"86"	"Parameters conspec-attraction 1074 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.48559621606533
"87"	"Parameters conspec-attraction 1075 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	9.68063009596074
"88"	"Parameters conspec-attraction 1076 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	9.33735409628842
"89"	"Parameters conspec-attraction 1077 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	14.7724755343026
"90"	"Parameters conspec-attraction 1078 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	2.82568786825266
"91"	"Parameters conspec-attraction 1079 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	5.44073117354634
"92"	"Parameters conspec-attraction 108 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	13.9377385641218
"93"	"Parameters conspec-attraction 1080 28_11_2019 09_18.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	9.87056338764394
"94"	"Parameters conspec-attraction 1081 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	10.487276355144
"95"	"Parameters conspec-attraction 1082 28_11_2019 09_18.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	7.75458086178998
"96"	"Parameters conspec-attraction 1083 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	12.3477318051364
"97"	"Parameters conspec-attraction 1084 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	8.9726592538569
"98"	"Parameters conspec-attraction 1085 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	7.62541472419683
"99"	"Parameters conspec-attraction 1086 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	9.55726661201551
"100"	"Parameters conspec-attraction 1087 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	15.8623034094765
"101"	"Parameters conspec-attraction 1088 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	10.9299684074599
"102"	"Parameters conspec-attraction 1089 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	6.89012351501678
"103"	"Parameters conspec-attraction 109 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	6.2328491593693
"104"	"Parameters conspec-attraction 1090 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	10.0320674883233
"105"	"Parameters conspec-attraction 1091 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	15.5819060462474
"106"	"Parameters conspec-attraction 1092 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	12.5206099274957
"107"	"Parameters conspec-attraction 1093 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	8.05231130981957
"108"	"Parameters conspec-attraction 1094 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	9.49833365253326
"109"	"Parameters conspec-attraction 1095 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	12.5702210236756
"110"	"Parameters conspec-attraction 1096 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.42509033549075
"111"	"Parameters conspec-attraction 1097 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	6.75710922191464
"112"	"Parameters conspec-attraction 1098 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	10.859778687992
"113"	"Parameters conspec-attraction 1099 28_11_2019 09_19.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	16.9484920712784
"114"	"Parameters conspec-attraction 11 28_11_2019 09_15.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	7.03589499320594
"115"	"Parameters conspec-attraction 110 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	17.3027082658694
"116"	"Parameters conspec-attraction 1100 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	12.5094857581152
"117"	"Parameters conspec-attraction 1101 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.44915276944415
"118"	"Parameters conspec-attraction 1102 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	11.0492328791404
"119"	"Parameters conspec-attraction 1103 28_11_2019 09_19.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	7.67400085049771
"120"	"Parameters conspec-attraction 1104 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	10.7918266323133
"121"	"Parameters conspec-attraction 1105 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	10.7118955917356
"122"	"Parameters conspec-attraction 1106 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	10.8178822193897
"123"	"Parameters conspec-attraction 1107 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	11.7965174832975
"124"	"Parameters conspec-attraction 1108 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	8.92211636798054
"125"	"Parameters conspec-attraction 1109 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	13.0270512644954
"126"	"Parameters conspec-attraction 111 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	12.2481885241057
"127"	"Parameters conspec-attraction 1110 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.26491712940877
"128"	"Parameters conspec-attraction 1111 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.05788049830107
"129"	"Parameters conspec-attraction 1112 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.0185796594123
"130"	"Parameters conspec-attraction 1113 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	9.87155435737635
"131"	"Parameters conspec-attraction 1114 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	8.07502223855496
"132"	"Parameters conspec-attraction 1115 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	12.424113526327
"133"	"Parameters conspec-attraction 1116 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	5.12407034316366
"134"	"Parameters conspec-attraction 1117 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	9.59621084313611
"135"	"Parameters conspec-attraction 1118 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	13.4518646805059
"136"	"Parameters conspec-attraction 1119 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.5464060025929
"137"	"Parameters conspec-attraction 112 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	12.3377935405845
"138"	"Parameters conspec-attraction 1120 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	8.2308991035484
"139"	"Parameters conspec-attraction 1121 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	6.41005467690041
"140"	"Parameters conspec-attraction 1122 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.12007001477024
"141"	"Parameters conspec-attraction 1123 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	11.4863417019282
"142"	"Parameters conspec-attraction 1124 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.83416448859357
"143"	"Parameters conspec-attraction 1125 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	2.91720431946559
"144"	"Parameters conspec-attraction 1126 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	10.1652534974542
"145"	"Parameters conspec-attraction 1127 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	1.30140508902161
"146"	"Parameters conspec-attraction 1128 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	9.44934464530315
"147"	"Parameters conspec-attraction 1129 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	8.8873798588612
"148"	"Parameters conspec-attraction 113 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	7.41929781869512
"149"	"Parameters conspec-attraction 1130 28_11_2019 09_21.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	5.59857079994623
"150"	"Parameters conspec-attraction 1131 28_11_2019 09_21.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	11.9539075046092
"151"	"Parameters conspec-attraction 1132 28_11_2019 09_21.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.9310005553714
"152"	"Parameters conspec-attraction 1133 28_11_2019 09_21.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	10.6845864309068
"153"	"Parameters conspec-attraction 1134 28_11_2019 09_21.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	13.2485524072325
"154"	"Parameters conspec-attraction 1135 28_11_2019 09_21.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	8.99178729565964
"155"	"Parameters conspec-attraction 1136 28_11_2019 09_21.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	6.19552253123408
"156"	"Parameters conspec-attraction 1137 28_11_2019 09_21.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	9.28400783728669
"157"	"Parameters conspec-attraction 1138 28_11_2019 09_21.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	11.8667985238055
"158"	"Parameters conspec-attraction 1139 28_11_2019 09_21.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	10.8358592376866
"159"	"Parameters conspec-attraction 114 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	11.2972565127583
"160"	"Parameters conspec-attraction 1140 28_11_2019 09_21.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	8.90566505584899
"161"	"Parameters conspec-attraction 1141 28_11_2019 09_21.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.9922696772346
"162"	"Parameters conspec-attraction 1142 28_11_2019 09_21.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	10.4353390702261
"163"	"Parameters conspec-attraction 1143 28_11_2019 09_21.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.2647498573379
"164"	"Parameters conspec-attraction 1144 28_11_2019 09_21.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	11.4799355518016
"165"	"Parameters conspec-attraction 1145 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	15.3844611948084
"166"	"Parameters conspec-attraction 1146 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	8.49242844639756
"167"	"Parameters conspec-attraction 1147 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	13.235038755127
"168"	"Parameters conspec-attraction 1148 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	6.10120282044663
"169"	"Parameters conspec-attraction 1149 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	9.91051047837581
"170"	"Parameters conspec-attraction 115 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	9.57850968556809
"171"	"Parameters conspec-attraction 1150 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	9.48517529495761
"172"	"Parameters conspec-attraction 1151 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	7.25764617510722
"173"	"Parameters conspec-attraction 1152 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	7.66394066516289
"174"	"Parameters conspec-attraction 1153 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	10.8601653266207
"175"	"Parameters conspec-attraction 1154 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	8.37646577634395
"176"	"Parameters conspec-attraction 1155 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	13.6866444236809
"177"	"Parameters conspec-attraction 1156 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	11.0872861170996
"178"	"Parameters conspec-attraction 1157 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.503168611014
"179"	"Parameters conspec-attraction 1158 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	11.167465188754
"180"	"Parameters conspec-attraction 1159 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.462525358694
"181"	"Parameters conspec-attraction 116 28_11_2019 09_20.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	7.08151803074083
"182"	"Parameters conspec-attraction 1160 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	10.6905208939129
"183"	"Parameters conspec-attraction 1161 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	10.0809070749106
"184"	"Parameters conspec-attraction 1162 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	14.8523537422249
"185"	"Parameters conspec-attraction 1163 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	5.22519650267981
"186"	"Parameters conspec-attraction 1164 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	8.55140836711628
"187"	"Parameters conspec-attraction 1165 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	9.91015654902976
"188"	"Parameters conspec-attraction 1166 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.4341001763899
"189"	"Parameters conspec-attraction 1167 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	10.4714971485612
"190"	"Parameters conspec-attraction 1168 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	2.38011943796302
"191"	"Parameters conspec-attraction 1169 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	11.4914978924568
"192"	"Parameters conspec-attraction 117 28_11_2019 09_20.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.0100773260084
"193"	"Parameters conspec-attraction 1170 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	9.16359595827662
"194"	"Parameters conspec-attraction 1171 28_11_2019 09_22.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.7513978446802
"195"	"Parameters conspec-attraction 1172 28_11_2019 09_22.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.21144147918439
