"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"weight_day"
"2700"	"Parameters conspec-attraction 3427 28_11_2019 09_35.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	3.67022886373995
"2701"	"Parameters conspec-attraction 3428 28_11_2019 09_35.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	13.9893736735585
"2702"	"Parameters conspec-attraction 3429 28_11_2019 09_35.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.53606185408408
"2703"	"Parameters conspec-attraction 343 28_11_2019 09_30.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	14.5522194370495
"2704"	"Parameters conspec-attraction 3430 28_11_2019 09_35.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	12.0753142344095
"2705"	"Parameters conspec-attraction 3431 28_11_2019 09_35.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	10.1451391366574
"2706"	"Parameters conspec-attraction 3432 28_11_2019 09_35.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	7.19580374230221
"2707"	"Parameters conspec-attraction 3433 28_11_2019 09_35.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	10.6673794113283
"2708"	"Parameters conspec-attraction 3434 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	6.99994176670465
"2709"	"Parameters conspec-attraction 3435 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	12.7880793544736
"2710"	"Parameters conspec-attraction 3436 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	13.5139683621903
"2711"	"Parameters conspec-attraction 3437 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	6.62842745941748
"2712"	"Parameters conspec-attraction 3438 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.8170857243192
"2713"	"Parameters conspec-attraction 3439 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	10.8655548981277
"2714"	"Parameters conspec-attraction 344 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	13.3148691155707
"2715"	"Parameters conspec-attraction 3440 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	11.0968813304366
"2716"	"Parameters conspec-attraction 3441 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	13.2806317104285
"2717"	"Parameters conspec-attraction 3442 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	11.3045712268968
"2718"	"Parameters conspec-attraction 3443 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	13.7400361620325
"2719"	"Parameters conspec-attraction 3444 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	7.26164813919343
"2720"	"Parameters conspec-attraction 3445 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	12.8841135040149
"2721"	"Parameters conspec-attraction 3446 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.33189416535961
"2722"	"Parameters conspec-attraction 3447 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	7.03696421026834
"2723"	"Parameters conspec-attraction 3448 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	6.00651592865748
"2724"	"Parameters conspec-attraction 3449 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	7.533546012328
"2725"	"Parameters conspec-attraction 345 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	9.31404585566019
"2726"	"Parameters conspec-attraction 3450 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.12857549082222
"2727"	"Parameters conspec-attraction 3451 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	5.93010506276081
"2728"	"Parameters conspec-attraction 3452 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	7.8924891046177
"2729"	"Parameters conspec-attraction 3453 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	8.22972514562602
"2730"	"Parameters conspec-attraction 3454 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	8.36068587509455
"2731"	"Parameters conspec-attraction 3455 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	6.81903448528825
"2732"	"Parameters conspec-attraction 3456 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	14.363576241386
"2733"	"Parameters conspec-attraction 3457 28_11_2019 09_36.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	9.94335233936124
"2734"	"Parameters conspec-attraction 3458 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	6.03176843509662
"2735"	"Parameters conspec-attraction 3459 28_11_2019 09_36.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	7.866886417836
"2736"	"Parameters conspec-attraction 346 28_11_2019 09_30.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	6.08856693529425
"2737"	"Parameters conspec-attraction 3460 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	6.60211860841147
"2738"	"Parameters conspec-attraction 3461 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	8.87938295276132
"2739"	"Parameters conspec-attraction 3462 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	10.5263779208537
"2740"	"Parameters conspec-attraction 3463 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.1582061662504
"2741"	"Parameters conspec-attraction 3464 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	10.9289132117386
"2742"	"Parameters conspec-attraction 3465 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.31803509247236
"2743"	"Parameters conspec-attraction 3466 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	11.6033906143646
"2744"	"Parameters conspec-attraction 3467 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	12.1401344857895
"2745"	"Parameters conspec-attraction 3468 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	7.45053404039115
"2746"	"Parameters conspec-attraction 3469 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	9.29970289716049
"2747"	"Parameters conspec-attraction 347 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.1542024880212
"2748"	"Parameters conspec-attraction 3470 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.05580343297716
"2749"	"Parameters conspec-attraction 3471 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	10.8741590537721
"2750"	"Parameters conspec-attraction 3472 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	12.2624929696903
"2751"	"Parameters conspec-attraction 3473 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.32880282965353
"2752"	"Parameters conspec-attraction 3474 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	5.96654180128945
"2753"	"Parameters conspec-attraction 3475 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.34535470598676
"2754"	"Parameters conspec-attraction 3476 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	12.3641640433238
"2755"	"Parameters conspec-attraction 3477 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	9.27850858203876
"2756"	"Parameters conspec-attraction 3478 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.28030985046123
"2757"	"Parameters conspec-attraction 3479 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	6.26375788760636
"2758"	"Parameters conspec-attraction 348 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	8.20319392470631
"2759"	"Parameters conspec-attraction 3480 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	10.9316714937153
"2760"	"Parameters conspec-attraction 3481 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	12.2940552168839
"2761"	"Parameters conspec-attraction 3482 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	9.96266028601752
"2762"	"Parameters conspec-attraction 3483 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.8459783145963
"2763"	"Parameters conspec-attraction 3484 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	12.3279773485631
"2764"	"Parameters conspec-attraction 3485 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	4.35084973556006
"2765"	"Parameters conspec-attraction 3486 28_11_2019 09_37.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	4.69668754974048
"2766"	"Parameters conspec-attraction 3487 28_11_2019 09_37.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	5.88439931867072
"2767"	"Parameters conspec-attraction 3488 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	4.31769844049339
"2768"	"Parameters conspec-attraction 3489 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	11.0254906108832
"2769"	"Parameters conspec-attraction 349 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	14.2816413496636
"2770"	"Parameters conspec-attraction 3490 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	13.6151576081453
"2771"	"Parameters conspec-attraction 3491 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	8.15837788181885
"2772"	"Parameters conspec-attraction 3492 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	15.886884773713
"2773"	"Parameters conspec-attraction 3493 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	11.4542644600235
"2774"	"Parameters conspec-attraction 3494 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	9.6360514686926
"2775"	"Parameters conspec-attraction 3495 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	11.7992980133308
"2776"	"Parameters conspec-attraction 3496 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	12.0971215193305
"2777"	"Parameters conspec-attraction 3497 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	7.99158234055603
"2778"	"Parameters conspec-attraction 3498 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	11.740529940465
"2779"	"Parameters conspec-attraction 3499 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	9.8741232382963
"2780"	"Parameters conspec-attraction 35 28_11_2019 09_16.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	11.5954296186743
"2781"	"Parameters conspec-attraction 350 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	11.2080589160382
"2782"	"Parameters conspec-attraction 3500 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	10.2845199140341
"2783"	"Parameters conspec-attraction 3501 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	5.14613082941517
"2784"	"Parameters conspec-attraction 3502 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	11.9014934839616
"2785"	"Parameters conspec-attraction 3503 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	13.4320326040489
"2786"	"Parameters conspec-attraction 3504 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	10.3430173163018
"2787"	"Parameters conspec-attraction 3505 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	9.46777913736636
"2788"	"Parameters conspec-attraction 3506 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.25478876515709
"2789"	"Parameters conspec-attraction 3507 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.3355406332136
"2790"	"Parameters conspec-attraction 3508 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	10.3843616047856
"2791"	"Parameters conspec-attraction 3509 28_11_2019 09_38.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	3.92894369420995
"2792"	"Parameters conspec-attraction 351 28_11_2019 09_30.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	7.87741712499619
"2793"	"Parameters conspec-attraction 3510 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	5.63157213166506
"2794"	"Parameters conspec-attraction 3511 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	10.9795027248821
"2795"	"Parameters conspec-attraction 3512 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	8.32202157288323
"2796"	"Parameters conspec-attraction 3513 28_11_2019 09_38.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.83265323312953
"2797"	"Parameters conspec-attraction 3514 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	12.21174361081
"2798"	"Parameters conspec-attraction 3515 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	13.7492551674504
"2799"	"Parameters conspec-attraction 3516 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	10.8116587480909
"2800"	"Parameters conspec-attraction 3517 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.910533735242
"2801"	"Parameters conspec-attraction 3518 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	11.618570471674
"2802"	"Parameters conspec-attraction 3519 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	12.1375347135547
"2803"	"Parameters conspec-attraction 352 28_11_2019 09_30.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	11.9919544556212
"2804"	"Parameters conspec-attraction 3520 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	9.41135145517183
"2805"	"Parameters conspec-attraction 3521 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	5.16971140923419
"2806"	"Parameters conspec-attraction 3522 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	5.5266081604454
"2807"	"Parameters conspec-attraction 3523 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	11.9022809527094
"2808"	"Parameters conspec-attraction 3524 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	12.9670238585578
"2809"	"Parameters conspec-attraction 3525 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	7.3022565516237
"2810"	"Parameters conspec-attraction 3526 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	7.29680334300778
"2811"	"Parameters conspec-attraction 3527 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	13.8788732295862
"2812"	"Parameters conspec-attraction 3528 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	8.52243816389221
"2813"	"Parameters conspec-attraction 3529 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	11.3834761156423
"2814"	"Parameters conspec-attraction 353 28_11_2019 09_30.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	5.22993794224729
"2815"	"Parameters conspec-attraction 3530 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	3.98165461812671
"2816"	"Parameters conspec-attraction 3531 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	10.8257908908473
"2817"	"Parameters conspec-attraction 3532 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	12.7694456213204
"2818"	"Parameters conspec-attraction 3533 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.22168573155173
"2819"	"Parameters conspec-attraction 3534 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	7.30540423397737
"2820"	"Parameters conspec-attraction 3535 28_11_2019 09_39.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	9.26244291660862
"2821"	"Parameters conspec-attraction 3536 28_11_2019 09_39.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	12.8394195490953
"2822"	"Parameters conspec-attraction 3537 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	10.0242752656268
"2823"	"Parameters conspec-attraction 3538 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	12.3915223748876
"2824"	"Parameters conspec-attraction 3539 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.1301979637707
"2825"	"Parameters conspec-attraction 354 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.4760588719882
"2826"	"Parameters conspec-attraction 3540 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	13.8503599771077
"2827"	"Parameters conspec-attraction 3541 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	8.79009472887401
"2828"	"Parameters conspec-attraction 3542 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	7.87828924584354
"2829"	"Parameters conspec-attraction 3543 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	11.8793660589673
"2830"	"Parameters conspec-attraction 3544 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	8.46009391665867
"2831"	"Parameters conspec-attraction 3545 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.14307293365222
"2832"	"Parameters conspec-attraction 3546 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	8.68642719115786
"2833"	"Parameters conspec-attraction 3547 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	4.44949134570584
"2834"	"Parameters conspec-attraction 3548 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	5.00633104357707
"2835"	"Parameters conspec-attraction 3549 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	9.30835528269719
"2836"	"Parameters conspec-attraction 355 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	10.1764973813726
"2837"	"Parameters conspec-attraction 3550 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	6.60477539089069
"2838"	"Parameters conspec-attraction 3551 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	10.1598002991576
"2839"	"Parameters conspec-attraction 3552 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	13.9393869059137
"2840"	"Parameters conspec-attraction 3553 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	11.2147065941302
"2841"	"Parameters conspec-attraction 3554 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.9474884053778
"2842"	"Parameters conspec-attraction 3555 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	9.98267708421574
"2843"	"Parameters conspec-attraction 3556 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	14.030198066318
"2844"	"Parameters conspec-attraction 3557 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.28585151833283
"2845"	"Parameters conspec-attraction 3558 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	6.23966243464698
"2846"	"Parameters conspec-attraction 3559 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	7.61393163117202
"2847"	"Parameters conspec-attraction 356 28_11_2019 09_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	5.69085007544792
"2848"	"Parameters conspec-attraction 3560 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	7.34718992877217
"2849"	"Parameters conspec-attraction 3561 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	10.2156446962254
"2850"	"Parameters conspec-attraction 3562 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	13.0503982452756
"2851"	"Parameters conspec-attraction 3563 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	7.05283492060238
"2852"	"Parameters conspec-attraction 3564 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	14.2948385643195
"2853"	"Parameters conspec-attraction 3565 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	2.56247175111386
"2854"	"Parameters conspec-attraction 3566 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	7.18574294829611
"2855"	"Parameters conspec-attraction 3567 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	12.573113860901
"2856"	"Parameters conspec-attraction 3568 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	5.95367611602514
"2857"	"Parameters conspec-attraction 3569 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	10.9369277823433
"2858"	"Parameters conspec-attraction 357 28_11_2019 09_31.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	11.9258735573622
"2859"	"Parameters conspec-attraction 3570 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	10.1350395425998
"2860"	"Parameters conspec-attraction 3571 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	5.93168794772988
"2861"	"Parameters conspec-attraction 3572 28_11_2019 09_40.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	5.03507548601927
"2862"	"Parameters conspec-attraction 3573 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.9539279688207
"2863"	"Parameters conspec-attraction 3574 28_11_2019 09_40.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	8.48063835264522
"2864"	"Parameters conspec-attraction 3575 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	6.51963209046771
"2865"	"Parameters conspec-attraction 3576 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	11.8911766310519
"2866"	"Parameters conspec-attraction 3577 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	7.44474477696594
"2867"	"Parameters conspec-attraction 3578 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	11.650742071052
"2868"	"Parameters conspec-attraction 3579 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	15.5353904066458
"2869"	"Parameters conspec-attraction 358 28_11_2019 09_31.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	10.1563793333516
"2870"	"Parameters conspec-attraction 3580 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	11.593372067295
"2871"	"Parameters conspec-attraction 3581 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	12.6531006609166
"2872"	"Parameters conspec-attraction 3582 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	11.0640649852831
"2873"	"Parameters conspec-attraction 3583 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	6.77498067337934
"2874"	"Parameters conspec-attraction 3584 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	13.1645383602774
"2875"	"Parameters conspec-attraction 3585 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	6.86040664205526
"2876"	"Parameters conspec-attraction 3586 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	11.8395013483651
"2877"	"Parameters conspec-attraction 3587 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	9.93302851457364
"2878"	"Parameters conspec-attraction 3588 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	10.8697967682289
"2879"	"Parameters conspec-attraction 3589 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	8.3044038646416
"2880"	"Parameters conspec-attraction 359 28_11_2019 09_31.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	10.1191885443164
"2881"	"Parameters conspec-attraction 3590 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	1.09707734906379
"2882"	"Parameters conspec-attraction 3591 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.6186226586916
"2883"	"Parameters conspec-attraction 3592 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	7.53038513299757
"2884"	"Parameters conspec-attraction 3593 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	8.69947847654524
"2885"	"Parameters conspec-attraction 3594 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	14.0945438655135
"2886"	"Parameters conspec-attraction 3595 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	6.71768143112941
"2887"	"Parameters conspec-attraction 3596 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	9.23143916348563
"2888"	"Parameters conspec-attraction 3597 28_11_2019 09_41.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	7.15661654235448
"2889"	"Parameters conspec-attraction 3598 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	5.13330994083334
"2890"	"Parameters conspec-attraction 3599 28_11_2019 09_41.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	8.11468708007385
"2891"	"Parameters conspec-attraction 36 28_11_2019 09_16.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	12.3586802527502
"2892"	"Parameters conspec-attraction 360 28_11_2019 09_31.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	8.25302623029275
