"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"weight_day"
"5874"	"Parameters conspec-attraction 6284 10_06_2020 21_28.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	7.40346422149365
"5875"	"Parameters conspec-attraction 6285 10_06_2020 21_28.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	10.7017896114148
"5876"	"Parameters conspec-attraction 6286 10_06_2020 21_28.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	10.2011400611973
"5877"	"Parameters conspec-attraction 6287 10_06_2020 21_28.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	13.0165253465036
"5878"	"Parameters conspec-attraction 6288 10_06_2020 21_28.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	9.43994587692834
"5879"	"Parameters conspec-attraction 6289 10_06_2020 21_28.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	6.59139102204697
"5880"	"Parameters conspec-attraction 629 10_06_2020 21_49.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	10.7518732378409
"5881"	"Parameters conspec-attraction 6290 10_06_2020 21_28.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	15.1963080257854
"5882"	"Parameters conspec-attraction 6291 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	6.9625015463726
"5883"	"Parameters conspec-attraction 6292 10_06_2020 21_29.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	14.196333340047
"5884"	"Parameters conspec-attraction 6293 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	11.8803876531852
"5885"	"Parameters conspec-attraction 6294 10_06_2020 21_29.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	13.4100580657227
"5886"	"Parameters conspec-attraction 6295 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	13.9223499350109
"5887"	"Parameters conspec-attraction 6296 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	13.9407691872317
"5888"	"Parameters conspec-attraction 6297 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	4.20639496112139
"5889"	"Parameters conspec-attraction 6298 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	8.37494774139388
"5890"	"Parameters conspec-attraction 6299 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	8.25061975509473
"5891"	"Parameters conspec-attraction 63 10_06_2020 21_11.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.0536154337494
"5892"	"Parameters conspec-attraction 630 10_06_2020 21_49.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	2.36261898147312
"5893"	"Parameters conspec-attraction 6300 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	6.34797239445935
"5894"	"Parameters conspec-attraction 6301 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	8.84226205926877
"5895"	"Parameters conspec-attraction 6302 10_06_2020 21_29.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	8.61290157988146
"5896"	"Parameters conspec-attraction 6303 10_06_2020 21_29.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	11.3112616859104
"5897"	"Parameters conspec-attraction 6304 10_06_2020 21_29.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.387256171399
"5898"	"Parameters conspec-attraction 6305 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.0905790533793
"5899"	"Parameters conspec-attraction 6306 10_06_2020 21_29.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	6.02922521573438
"5900"	"Parameters conspec-attraction 6307 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	9.50555357202297
"5901"	"Parameters conspec-attraction 6308 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	5.40518035176802
"5902"	"Parameters conspec-attraction 6309 10_06_2020 21_29.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	7.97328450745545
"5903"	"Parameters conspec-attraction 631 10_06_2020 21_49.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.23708424053501
"5904"	"Parameters conspec-attraction 6310 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	10.8440977793834
"5905"	"Parameters conspec-attraction 6311 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	12.7022711064097
"5906"	"Parameters conspec-attraction 6312 10_06_2020 21_30.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	6.12833377841222
"5907"	"Parameters conspec-attraction 6313 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.3586645198312
"5908"	"Parameters conspec-attraction 6314 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	11.9019788938424
"5909"	"Parameters conspec-attraction 6315 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	12.9045863727078
"5910"	"Parameters conspec-attraction 6316 10_06_2020 21_30.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	8.53207317850188
"5911"	"Parameters conspec-attraction 6317 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	11.0276994158863
"5912"	"Parameters conspec-attraction 6318 10_06_2020 21_30.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	11.4189948764815
"5913"	"Parameters conspec-attraction 6319 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	5.62894176835171
"5914"	"Parameters conspec-attraction 632 10_06_2020 21_49.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	9.51438815400258
"5915"	"Parameters conspec-attraction 6320 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	15.5034013659825
"5916"	"Parameters conspec-attraction 6321 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	10.3321757711246
"5917"	"Parameters conspec-attraction 6322 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	9.10638663123864
"5918"	"Parameters conspec-attraction 6323 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	13.7050869351953
"5919"	"Parameters conspec-attraction 6324 10_06_2020 21_30.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	11.8986627623368
"5920"	"Parameters conspec-attraction 6325 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	7.28991237373996
"5921"	"Parameters conspec-attraction 6326 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	8.05759818284771
"5922"	"Parameters conspec-attraction 6327 10_06_2020 21_30.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.7308418270659
"5923"	"Parameters conspec-attraction 6328 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.9137836219522
"5924"	"Parameters conspec-attraction 6329 10_06_2020 21_30.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	11.4060655607307
"5925"	"Parameters conspec-attraction 633 10_06_2020 21_49.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	7.89072078935893
"5926"	"Parameters conspec-attraction 6330 10_06_2020 21_31.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	7.3147622493707
"5927"	"Parameters conspec-attraction 6331 10_06_2020 21_31.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	10.504564323367
"5928"	"Parameters conspec-attraction 6332 10_06_2020 21_31.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	4.95082841645668
"5929"	"Parameters conspec-attraction 6333 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	10.3265545978487
"5930"	"Parameters conspec-attraction 6334 10_06_2020 21_31.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	9.66224384886442
"5931"	"Parameters conspec-attraction 6335 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	14.0978246638412
"5932"	"Parameters conspec-attraction 6336 10_06_2020 21_31.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	12.8840104378745
"5933"	"Parameters conspec-attraction 6337 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	10.5552398332132
"5934"	"Parameters conspec-attraction 6338 10_06_2020 21_31.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.26970953502257
"5935"	"Parameters conspec-attraction 6339 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	3.31407851553526
"5936"	"Parameters conspec-attraction 634 10_06_2020 21_49.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	11.9952309724922
"5937"	"Parameters conspec-attraction 6340 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	12.8318519718375
"5938"	"Parameters conspec-attraction 6341 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	9.06785894369953
"5939"	"Parameters conspec-attraction 6342 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	8.79423407919461
"5940"	"Parameters conspec-attraction 6343 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.43561225814226
"5941"	"Parameters conspec-attraction 6344 10_06_2020 21_31.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	10.8694579812064
"5942"	"Parameters conspec-attraction 6345 10_06_2020 21_31.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	5.7527717729536
"5943"	"Parameters conspec-attraction 6346 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	11.8976081191517
"5944"	"Parameters conspec-attraction 6347 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	13.1567669447597
"5945"	"Parameters conspec-attraction 6348 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.96869962711855
"5946"	"Parameters conspec-attraction 6349 10_06_2020 21_32.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	8.25366623208481
"5947"	"Parameters conspec-attraction 635 10_06_2020 21_49.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	7.72756448187734
"5948"	"Parameters conspec-attraction 6350 10_06_2020 21_32.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.78239176636786
"5949"	"Parameters conspec-attraction 6351 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	11.3140207755011
"5950"	"Parameters conspec-attraction 6352 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.05244350497673
"5951"	"Parameters conspec-attraction 6353 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	9.62735477427756
"5952"	"Parameters conspec-attraction 6354 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	9.7759493426156
"5953"	"Parameters conspec-attraction 6355 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.92598017967359
"5954"	"Parameters conspec-attraction 6356 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	8.85775754763151
"5955"	"Parameters conspec-attraction 6357 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	8.04160097197539
"5956"	"Parameters conspec-attraction 6358 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	11.9073044598272
"5957"	"Parameters conspec-attraction 6359 10_06_2020 21_32.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	5.4565301559272
"5958"	"Parameters conspec-attraction 636 10_06_2020 21_49.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	11.4171406788778
"5959"	"Parameters conspec-attraction 6360 10_06_2020 21_32.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	17.5211761605757
"5960"	"Parameters conspec-attraction 6361 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	4.27853319629457
"5961"	"Parameters conspec-attraction 6362 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	10.8561522965963
"5962"	"Parameters conspec-attraction 6363 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	11.8431307098806
"5963"	"Parameters conspec-attraction 6364 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	15.0876289136781
"5964"	"Parameters conspec-attraction 6365 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	10.5597277101795
"5965"	"Parameters conspec-attraction 6366 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	13.9864890685387
"5966"	"Parameters conspec-attraction 6367 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	10.8092556393647
"5967"	"Parameters conspec-attraction 6368 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	12.2846001455673
"5968"	"Parameters conspec-attraction 6369 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	6.69240883637546
"5969"	"Parameters conspec-attraction 637 10_06_2020 21_49.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	7.8183811901627
"5970"	"Parameters conspec-attraction 6370 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	5.67122192463071
"5971"	"Parameters conspec-attraction 6371 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	13.0088401673949
"5972"	"Parameters conspec-attraction 6372 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	12.4388150695863
"5973"	"Parameters conspec-attraction 6373 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	7.56909109611594
"5974"	"Parameters conspec-attraction 6374 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	12.847243278942
"5975"	"Parameters conspec-attraction 6375 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	8.60633779236407
"5976"	"Parameters conspec-attraction 6376 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	12.0791233112812
"5977"	"Parameters conspec-attraction 6377 10_06_2020 21_33.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	7.995527192033
"5978"	"Parameters conspec-attraction 6378 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	14.3290308106441
"5979"	"Parameters conspec-attraction 6379 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	6.22500531707856
"5980"	"Parameters conspec-attraction 638 10_06_2020 21_50.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	11.673194776099
"5981"	"Parameters conspec-attraction 6380 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	10.8558558157544
"5982"	"Parameters conspec-attraction 6381 10_06_2020 21_33.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	9.10076001825062
"5983"	"Parameters conspec-attraction 6382 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	8.02634252579381
"5984"	"Parameters conspec-attraction 6383 10_06_2020 21_34.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	14.487766225612
"5985"	"Parameters conspec-attraction 6384 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	14.0270036993215
"5986"	"Parameters conspec-attraction 6385 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	9.55063990977436
"5987"	"Parameters conspec-attraction 6386 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	10.2600211462045
"5988"	"Parameters conspec-attraction 6387 10_06_2020 21_34.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	12.3700702940044
"5989"	"Parameters conspec-attraction 6388 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	10.1131536749684
"5990"	"Parameters conspec-attraction 6389 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	13.2613928544645
"5991"	"Parameters conspec-attraction 639 10_06_2020 21_50.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	7.64313925161505
"5992"	"Parameters conspec-attraction 6390 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	4.61340478271524
"5993"	"Parameters conspec-attraction 6391 10_06_2020 21_34.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	14.1552408412564
"5994"	"Parameters conspec-attraction 6392 10_06_2020 21_34.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	14.2919518358526
"5995"	"Parameters conspec-attraction 6393 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.39774749569047
"5996"	"Parameters conspec-attraction 6394 10_06_2020 21_34.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	12.2831153992763
"5997"	"Parameters conspec-attraction 6395 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	8.23636377850909
"5998"	"Parameters conspec-attraction 6396 10_06_2020 21_34.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	8.31430610587654
"5999"	"Parameters conspec-attraction 6397 10_06_2020 21_34.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	17.1837763663828
"6000"	"Parameters conspec-attraction 6398 10_06_2020 21_34.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.60874039590064
"6001"	"Parameters conspec-attraction 6399 10_06_2020 21_34.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.9404935728025
"6002"	"Parameters conspec-attraction 64 10_06_2020 21_11.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.97526708149007
"6003"	"Parameters conspec-attraction 640 10_06_2020 21_50.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	11.1536809517149
"6004"	"Parameters conspec-attraction 6400 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	7.18893773664853
"6005"	"Parameters conspec-attraction 6401 10_06_2020 21_35.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	13.0075979240784
"6006"	"Parameters conspec-attraction 6402 10_06_2020 21_35.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.16450440356358
"6007"	"Parameters conspec-attraction 6403 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	9.83111348849602
"6008"	"Parameters conspec-attraction 6404 10_06_2020 21_35.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	10.4859636682736
"6009"	"Parameters conspec-attraction 6405 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	9.63809135449485
"6010"	"Parameters conspec-attraction 6406 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	8.27597903204614
"6011"	"Parameters conspec-attraction 6407 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	14.5782397076925
"6012"	"Parameters conspec-attraction 6408 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	7.45301032527975
"6013"	"Parameters conspec-attraction 6409 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	10.7027905239491
"6014"	"Parameters conspec-attraction 641 10_06_2020 21_50.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	16.9598489025671
"6015"	"Parameters conspec-attraction 6410 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	12.4723015788179
"6016"	"Parameters conspec-attraction 6411 10_06_2020 21_35.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.3281135349181
"6017"	"Parameters conspec-attraction 6412 10_06_2020 21_35.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	7.89002439029052
"6018"	"Parameters conspec-attraction 6413 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	6.30304886758113
"6019"	"Parameters conspec-attraction 6414 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	7.14339269843931
"6020"	"Parameters conspec-attraction 6415 10_06_2020 21_36.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	7.59999632200748
"6021"	"Parameters conspec-attraction 6416 10_06_2020 21_36.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	10.307731923213
"6022"	"Parameters conspec-attraction 6417 10_06_2020 21_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.3336137717551
"6023"	"Parameters conspec-attraction 6418 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	13.5689819607544
"6024"	"Parameters conspec-attraction 6419 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.3312191989051
"6025"	"Parameters conspec-attraction 642 10_06_2020 21_50.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	8.41693775322735
"6026"	"Parameters conspec-attraction 6420 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	10.0030483994923
"6027"	"Parameters conspec-attraction 6421 10_06_2020 21_36.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	8.43629130685681
"6028"	"Parameters conspec-attraction 6422 10_06_2020 21_36.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	10.9050321641758
"6029"	"Parameters conspec-attraction 6423 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	4.88210265296845
"6030"	"Parameters conspec-attraction 6424 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	9.10405820792054
"6031"	"Parameters conspec-attraction 6425 10_06_2020 21_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.12215084214223
"6032"	"Parameters conspec-attraction 6426 10_06_2020 21_36.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	7.14147169459259
"6033"	"Parameters conspec-attraction 6427 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	12.4392122545304
"6034"	"Parameters conspec-attraction 6428 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	7.9967957877583
"6035"	"Parameters conspec-attraction 6429 10_06_2020 21_36.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.6843192056077
"6036"	"Parameters conspec-attraction 643 10_06_2020 21_50.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	14.1143367762053
"6037"	"Parameters conspec-attraction 6430 10_06_2020 21_37.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	10.5285430064037
"6038"	"Parameters conspec-attraction 6431 10_06_2020 21_37.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	10.0161375119247
"6039"	"Parameters conspec-attraction 6432 10_06_2020 21_37.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	9.09568399545114
"6040"	"Parameters conspec-attraction 6433 10_06_2020 21_37.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	11.5437489076721
"6041"	"Parameters conspec-attraction 6434 10_06_2020 21_37.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	12.8525719443886
"6042"	"Parameters conspec-attraction 6435 10_06_2020 21_37.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	9.689654382789
"6043"	"Parameters conspec-attraction 6436 10_06_2020 21_37.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	18.8411055583729
"6044"	"Parameters conspec-attraction 6437 10_06_2020 21_37.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.41034610654557
"6045"	"Parameters conspec-attraction 6438 10_06_2020 21_37.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	5.29827365473926
"6046"	"Parameters conspec-attraction 6439 10_06_2020 21_37.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	13.5650924247422
"6047"	"Parameters conspec-attraction 644 10_06_2020 21_50.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	10.2832315457511
"6048"	"Parameters conspec-attraction 6440 10_06_2020 21_37.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	13.1569397205212
"6049"	"Parameters conspec-attraction 6441 10_06_2020 21_37.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	9.65704293262086
"6050"	"Parameters conspec-attraction 6442 10_06_2020 21_37.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	8.1990229910363
"6051"	"Parameters conspec-attraction 6443 10_06_2020 21_38.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	9.11564392365951
"6052"	"Parameters conspec-attraction 6444 10_06_2020 21_38.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	7.84952479600435
"6053"	"Parameters conspec-attraction 6445 10_06_2020 21_38.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.47369597890419
"6054"	"Parameters conspec-attraction 6446 10_06_2020 21_38.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	13.1373130253771
"6055"	"Parameters conspec-attraction 6447 10_06_2020 21_38.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.1724126663301
"6056"	"Parameters conspec-attraction 6448 10_06_2020 21_38.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.1807874478319
"6057"	"Parameters conspec-attraction 6449 10_06_2020 21_38.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.24858326333373
"6058"	"Parameters conspec-attraction 645 10_06_2020 21_50.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	13.4346357854967
"6059"	"Parameters conspec-attraction 6450 10_06_2020 21_38.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	15.2181779508353
"6060"	"Parameters conspec-attraction 6451 10_06_2020 21_38.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	13.2216907589668
"6061"	"Parameters conspec-attraction 6452 10_06_2020 21_38.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	7.42373911636685
"6062"	"Parameters conspec-attraction 6453 10_06_2020 21_38.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	9.69439876697577
"6063"	"Parameters conspec-attraction 6454 10_06_2020 21_38.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	10.4385610186815
"6064"	"Parameters conspec-attraction 6455 10_06_2020 21_38.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	13.9476088220378
"6065"	"Parameters conspec-attraction 6456 10_06_2020 21_38.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	8.02193054603474
