"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"weight_day"
"909"	"Parameters conspec-attraction 1815 10_06_2020 21_57.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	4.12439506832106
"910"	"Parameters conspec-attraction 1816 10_06_2020 21_57.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	12.0189539721298
"911"	"Parameters conspec-attraction 1817 10_06_2020 21_57.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	9.8539159265261
"912"	"Parameters conspec-attraction 1818 10_06_2020 21_57.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.4038507471987
"913"	"Parameters conspec-attraction 1819 10_06_2020 21_57.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	11.1888477673456
"914"	"Parameters conspec-attraction 182 10_06_2020 21_19.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	15.6288265231925
"915"	"Parameters conspec-attraction 1820 10_06_2020 21_57.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	11.6966635729015
"916"	"Parameters conspec-attraction 1821 10_06_2020 21_57.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	9.5732332159155
"917"	"Parameters conspec-attraction 1822 10_06_2020 21_57.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	13.9855811376024
"918"	"Parameters conspec-attraction 1823 10_06_2020 21_57.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	6.15579746619415
"919"	"Parameters conspec-attraction 1824 10_06_2020 21_57.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.0280945256253
"920"	"Parameters conspec-attraction 1825 10_06_2020 21_58.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	11.6970181932995
"921"	"Parameters conspec-attraction 1826 10_06_2020 21_58.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	7.82620228534601
"922"	"Parameters conspec-attraction 1827 10_06_2020 21_58.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	10.8785011919939
"923"	"Parameters conspec-attraction 1828 10_06_2020 21_58.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	13.4823925350769
"924"	"Parameters conspec-attraction 1829 10_06_2020 21_58.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	14.3485502882825
"925"	"Parameters conspec-attraction 183 10_06_2020 21_19.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	14.2027675641164
"926"	"Parameters conspec-attraction 1830 10_06_2020 21_58.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	13.4793803080567
"927"	"Parameters conspec-attraction 1831 10_06_2020 21_58.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.27243293423189
"928"	"Parameters conspec-attraction 1832 10_06_2020 21_58.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	14.0903869418153
"929"	"Parameters conspec-attraction 1833 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	7.98515511293476
"930"	"Parameters conspec-attraction 1834 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	12.3998916620814
"931"	"Parameters conspec-attraction 1835 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	8.84969568146612
"932"	"Parameters conspec-attraction 1836 10_06_2020 21_59.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	11.9178053203507
"933"	"Parameters conspec-attraction 1837 10_06_2020 21_59.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	16.6529961761441
"934"	"Parameters conspec-attraction 1838 10_06_2020 21_59.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	12.1249758739407
"935"	"Parameters conspec-attraction 1839 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.9811822542391
"936"	"Parameters conspec-attraction 184 10_06_2020 21_19.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	9.90054639020626
"937"	"Parameters conspec-attraction 1840 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.53661611685576
"938"	"Parameters conspec-attraction 1841 10_06_2020 21_59.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	3.99271838574626
"939"	"Parameters conspec-attraction 1842 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	4.43965794168576
"940"	"Parameters conspec-attraction 1843 10_06_2020 21_59.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	12.4762811663271
"941"	"Parameters conspec-attraction 1844 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	7.36905975337775
"942"	"Parameters conspec-attraction 1845 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.0653633595257
"943"	"Parameters conspec-attraction 1846 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	4.53294172194153
"944"	"Parameters conspec-attraction 1847 10_06_2020 21_59.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	13.316200152014
"945"	"Parameters conspec-attraction 1848 10_06_2020 21_59.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	12.9613249936431
"946"	"Parameters conspec-attraction 1849 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	11.4382146700648
"947"	"Parameters conspec-attraction 185 10_06_2020 21_19.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	14.3795503484835
"948"	"Parameters conspec-attraction 1850 10_06_2020 22_00.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	9.55956808841875
"949"	"Parameters conspec-attraction 1851 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	8.30913949819353
"950"	"Parameters conspec-attraction 1852 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	8.26408583083894
"951"	"Parameters conspec-attraction 1853 10_06_2020 22_00.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	9.21400913799261
"952"	"Parameters conspec-attraction 1854 10_06_2020 22_00.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	11.1514181041467
"953"	"Parameters conspec-attraction 1855 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	12.654318634908
"954"	"Parameters conspec-attraction 1856 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	9.00293174962036
"955"	"Parameters conspec-attraction 1857 10_06_2020 22_00.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	9.46450450638337
"956"	"Parameters conspec-attraction 1858 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	6.98700629378007
"957"	"Parameters conspec-attraction 1859 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	9.32718741950368
"958"	"Parameters conspec-attraction 186 10_06_2020 21_19.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	12.4001260221778
"959"	"Parameters conspec-attraction 1860 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	7.92867617677889
"960"	"Parameters conspec-attraction 1861 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	16.1993637978107
"961"	"Parameters conspec-attraction 1862 10_06_2020 22_00.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	16.7703192725212
"962"	"Parameters conspec-attraction 1863 10_06_2020 22_00.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	10.3403659055428
"963"	"Parameters conspec-attraction 1864 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	6.75521981220903
"964"	"Parameters conspec-attraction 1865 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	13.9201789484441
"965"	"Parameters conspec-attraction 1866 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	8.59955998686343
"966"	"Parameters conspec-attraction 1867 10_06_2020 22_00.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	10.6716150937241
"967"	"Parameters conspec-attraction 1868 10_06_2020 22_00.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.6249303056504
"968"	"Parameters conspec-attraction 1869 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	13.2418576546273
"969"	"Parameters conspec-attraction 187 10_06_2020 21_20.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	7.65238312243728
"970"	"Parameters conspec-attraction 1870 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.4537315758619
"971"	"Parameters conspec-attraction 1871 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.59593763346977
"972"	"Parameters conspec-attraction 1872 10_06_2020 22_01.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	9.30214227729966
"973"	"Parameters conspec-attraction 1873 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	10.9480800971104
"974"	"Parameters conspec-attraction 1874 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	9.95561152286511
"975"	"Parameters conspec-attraction 1875 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	12.4486413084508
"976"	"Parameters conspec-attraction 1876 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	12.8175547068094
"977"	"Parameters conspec-attraction 1877 10_06_2020 22_01.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	8.58207080294316
"978"	"Parameters conspec-attraction 1878 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	11.4431847606087
"979"	"Parameters conspec-attraction 1879 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	5.42869692357855
"980"	"Parameters conspec-attraction 188 10_06_2020 21_20.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	12.590814654155
"981"	"Parameters conspec-attraction 1880 10_06_2020 22_01.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	10.9013608380956
"982"	"Parameters conspec-attraction 1881 10_06_2020 22_01.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	9.73409325691333
"983"	"Parameters conspec-attraction 1882 10_06_2020 22_01.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	7.9670414387113
"984"	"Parameters conspec-attraction 1883 10_06_2020 22_01.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	10.7299449662664
"985"	"Parameters conspec-attraction 1884 10_06_2020 22_01.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	6.71839283547513
"986"	"Parameters conspec-attraction 1885 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	10.8177079972285
"987"	"Parameters conspec-attraction 1886 10_06_2020 22_02.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	6.05218040658304
"988"	"Parameters conspec-attraction 1887 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	10.8181268164416
"989"	"Parameters conspec-attraction 1888 10_06_2020 22_02.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	5.79268227004716
"990"	"Parameters conspec-attraction 1889 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	13.0957253625064
"991"	"Parameters conspec-attraction 189 10_06_2020 21_20.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	9.17700354732937
"992"	"Parameters conspec-attraction 1890 10_06_2020 22_02.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	8.03299667801525
"993"	"Parameters conspec-attraction 1891 10_06_2020 22_02.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	7.88741709477662
"994"	"Parameters conspec-attraction 1892 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	15.7357993957961
"995"	"Parameters conspec-attraction 1893 10_06_2020 22_02.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	10.2721144986912
"996"	"Parameters conspec-attraction 1894 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	10.2657737842105
"997"	"Parameters conspec-attraction 1895 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	13.8172177508272
"998"	"Parameters conspec-attraction 1896 10_06_2020 22_02.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	6.77934370043975
"999"	"Parameters conspec-attraction 1897 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	13.4887839308853
"1000"	"Parameters conspec-attraction 1898 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	10.429022799334
"1001"	"Parameters conspec-attraction 1899 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	10.0112345214032
"1002"	"Parameters conspec-attraction 19 10_06_2020 21_08.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	11.2404679572181
"1003"	"Parameters conspec-attraction 190 10_06_2020 21_20.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	11.7358605082863
"1004"	"Parameters conspec-attraction 1900 10_06_2020 22_02.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	12.2070033712486
"1005"	"Parameters conspec-attraction 1901 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	8.00540602693671
"1006"	"Parameters conspec-attraction 1902 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	10.5662484488511
"1007"	"Parameters conspec-attraction 1903 10_06_2020 22_02.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.27435348482076
"1008"	"Parameters conspec-attraction 1904 10_06_2020 22_03.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	14.2871418674655
"1009"	"Parameters conspec-attraction 1905 10_06_2020 22_03.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	9.02947335965257
"1010"	"Parameters conspec-attraction 1906 10_06_2020 22_03.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	7.8471974633872
"1011"	"Parameters conspec-attraction 1907 10_06_2020 22_03.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	5.60706364746915
"1012"	"Parameters conspec-attraction 1908 10_06_2020 22_03.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	4.21214885529648
"1013"	"Parameters conspec-attraction 1909 10_06_2020 22_03.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	9.30495242639625
"1014"	"Parameters conspec-attraction 191 10_06_2020 21_20.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	5.60008403825676
"1015"	"Parameters conspec-attraction 1910 10_06_2020 22_03.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	10.2503687712323
"1016"	"Parameters conspec-attraction 1911 10_06_2020 22_03.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	12.0394368476577
"1017"	"Parameters conspec-attraction 1912 10_06_2020 22_03.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	11.7695353252495
"1018"	"Parameters conspec-attraction 1913 10_06_2020 22_03.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	14.5913120757904
"1019"	"Parameters conspec-attraction 1914 10_06_2020 22_03.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	9.80468370865779
"1020"	"Parameters conspec-attraction 1915 10_06_2020 22_04.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	4.50882344377213
"1021"	"Parameters conspec-attraction 1916 10_06_2020 22_04.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.2830160527159
"1022"	"Parameters conspec-attraction 1917 10_06_2020 22_04.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	9.05802853548258
"1023"	"Parameters conspec-attraction 1918 10_06_2020 22_04.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	9.45798706654492
"1024"	"Parameters conspec-attraction 1919 10_06_2020 22_04.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	5.95855693069543
"1025"	"Parameters conspec-attraction 192 10_06_2020 21_20.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	16.5659434669551
"1026"	"Parameters conspec-attraction 1920 10_06_2020 22_04.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	6.96348707332123
"1027"	"Parameters conspec-attraction 1921 10_06_2020 22_04.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	10.1727252685964
"1028"	"Parameters conspec-attraction 1922 10_06_2020 22_04.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	11.8717874122252
"1029"	"Parameters conspec-attraction 1923 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	8.56683803147574
"1030"	"Parameters conspec-attraction 1924 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	7.97396473368804
"1031"	"Parameters conspec-attraction 1925 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	14.5255252909059
"1032"	"Parameters conspec-attraction 1926 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	11.5846008437205
"1033"	"Parameters conspec-attraction 1927 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	6.11077083348055
"1034"	"Parameters conspec-attraction 1928 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	17.8298200916892
"1035"	"Parameters conspec-attraction 1929 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	12.4865575316055
"1036"	"Parameters conspec-attraction 193 10_06_2020 21_20.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	10.6396654353306
"1037"	"Parameters conspec-attraction 1930 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	7.25838612822404
"1038"	"Parameters conspec-attraction 1931 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	7.29837342712156
"1039"	"Parameters conspec-attraction 1932 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	13.4492658936081
"1040"	"Parameters conspec-attraction 1933 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	11.0707586789411
"1041"	"Parameters conspec-attraction 1934 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.23051615114254
"1042"	"Parameters conspec-attraction 1935 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	11.1951861835854
"1043"	"Parameters conspec-attraction 1936 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	12.474156908089
"1044"	"Parameters conspec-attraction 1937 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	9.50158276645212
"1045"	"Parameters conspec-attraction 1938 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	11.8468910069739
"1046"	"Parameters conspec-attraction 1939 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	16.1384561448696
"1047"	"Parameters conspec-attraction 194 10_06_2020 21_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	5.46554085019613
"1048"	"Parameters conspec-attraction 1940 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	5.85534791282354
"1049"	"Parameters conspec-attraction 1941 10_06_2020 22_05.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	12.3646800188364
"1050"	"Parameters conspec-attraction 1942 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	13.3132111405857
"1051"	"Parameters conspec-attraction 1943 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	4.33651950825905
"1052"	"Parameters conspec-attraction 1944 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	12.4433555119492
"1053"	"Parameters conspec-attraction 1945 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	11.6586605158366
"1054"	"Parameters conspec-attraction 1946 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	5.04675164189463
"1055"	"Parameters conspec-attraction 1947 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	10.9537688037471
"1056"	"Parameters conspec-attraction 1948 10_06_2020 22_05.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	15.3645157110024
"1057"	"Parameters conspec-attraction 1949 10_06_2020 22_06.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	8.23457231316829
"1058"	"Parameters conspec-attraction 195 10_06_2020 21_20.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_par"	8.28424321546911
"1059"	"Parameters conspec-attraction 1950 10_06_2020 22_06.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	11.1088767363237
"1060"	"Parameters conspec-attraction 1951 10_06_2020 22_06.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	8.36908267728971
"1061"	"Parameters conspec-attraction 1952 10_06_2020 22_06.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	12.3691351166728
"1062"	"Parameters conspec-attraction 1953 10_06_2020 22_06.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	10.6512762931511
"1063"	"Parameters conspec-attraction 1954 10_06_2020 22_06.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	9.20199870539597
"1064"	"Parameters conspec-attraction 1955 10_06_2020 22_06.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	7.72350579952432
"1065"	"Parameters conspec-attraction 1956 10_06_2020 22_06.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	15.5844419820848
"1066"	"Parameters conspec-attraction 1957 10_06_2020 22_06.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	12.2240298696552
"1067"	"Parameters conspec-attraction 1958 10_06_2020 22_06.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.30723114462551
"1068"	"Parameters conspec-attraction 1959 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	11.8555219131263
"1069"	"Parameters conspec-attraction 196 10_06_2020 21_20.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	10.4457852362774
"1070"	"Parameters conspec-attraction 1960 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	9.23389489429918
"1071"	"Parameters conspec-attraction 1961 10_06_2020 22_07.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	11.6815275539116
"1072"	"Parameters conspec-attraction 1962 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_par"	8.73290762464196
"1073"	"Parameters conspec-attraction 1963 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	8.01719195754655
"1074"	"Parameters conspec-attraction 1964 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	8.0737488307715
"1075"	"Parameters conspec-attraction 1965 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_type2"	14.9575983228226
"1076"	"Parameters conspec-attraction 1966 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	11.484278675604
"1077"	"Parameters conspec-attraction 1967 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	8.45547041966205
"1078"	"Parameters conspec-attraction 1968 10_06_2020 22_07.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	13.3040237942661
"1079"	"Parameters conspec-attraction 1969 10_06_2020 22_07.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	15.6645022226672
"1080"	"Parameters conspec-attraction 197 10_06_2020 21_20.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	11.8480890972792
"1081"	"Parameters conspec-attraction 1970 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"True"	"True"	"response_type2"	11.6581592386974
"1082"	"Parameters conspec-attraction 1971 10_06_2020 22_07.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	6.69352832159511
"1083"	"Parameters conspec-attraction 1972 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	2.49038106500496
"1084"	"Parameters conspec-attraction 1973 10_06_2020 22_08.txt"	"conspec-attraction"	"True"	"True"	"False"	"response_par"	14.509552332936
"1085"	"Parameters conspec-attraction 1974 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	4.39642003600758
"1086"	"Parameters conspec-attraction 1975 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	12.8210386861362
"1087"	"Parameters conspec-attraction 1976 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	6.57942555453506
"1088"	"Parameters conspec-attraction 1977 10_06_2020 22_08.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	8.30751311944123
"1089"	"Parameters conspec-attraction 1978 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	6.58424964237924
"1090"	"Parameters conspec-attraction 1979 10_06_2020 22_08.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_par"	10.901192935727
"1091"	"Parameters conspec-attraction 198 10_06_2020 21_20.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_par"	11.1856960589215
"1092"	"Parameters conspec-attraction 1980 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_par"	10.2152415661618
"1093"	"Parameters conspec-attraction 1981 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_type2"	7.16695193273164
"1094"	"Parameters conspec-attraction 1982 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"False"	"False"	"response_par"	9.43341302140875
"1095"	"Parameters conspec-attraction 1983 10_06_2020 22_08.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	7.88171190216105
"1096"	"Parameters conspec-attraction 1984 10_06_2020 22_08.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	10.5679198801314
"1097"	"Parameters conspec-attraction 1985 10_06_2020 22_08.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_par"	14.9966719378786
"1098"	"Parameters conspec-attraction 1986 10_06_2020 22_09.txt"	"conspec-attraction"	"False"	"True"	"False"	"response_type2"	7.39811197849601
"1099"	"Parameters conspec-attraction 1987 10_06_2020 22_09.txt"	"conspec-attraction"	"True"	"False"	"False"	"response_type2"	8.41381404072449
"1100"	"Parameters conspec-attraction 1988 10_06_2020 22_09.txt"	"conspec-attraction"	"False"	"True"	"True"	"response_type2"	8.06654297685049
"1101"	"Parameters conspec-attraction 1989 10_06_2020 22_09.txt"	"conspec-attraction"	"True"	"False"	"True"	"response_type2"	11.4954726411933
"1102"	"Parameters conspec-attraction 199 10_06_2020 21_20.txt"	"conspec-attraction"	"False"	"False"	"True"	"response_type2"	7.43812017757589
