"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"choosers_on_followers"	"weight_day"
"905"	"Parameters CF 1811 22_04_2020 01_03.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.613816414278459	13.8051679555168
"906"	"Parameters CF 1812 22_04_2020 01_04.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.497621095556014	13.316516909868
"907"	"Parameters CF 1813 22_04_2020 01_04.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.64479585530782	8.79982536978236
"908"	"Parameters CF 1814 22_04_2020 01_04.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.680730882661344	10.1916781552674
"909"	"Parameters CF 1815 22_04_2020 01_05.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.566761209542272	13.4877046015922
"910"	"Parameters CF 1816 22_04_2020 01_05.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.794932196220795	9.59231263904854
"911"	"Parameters CF 1817 22_04_2020 01_05.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.656464778680095	10.6315053055072
"912"	"Parameters CF 1818 22_04_2020 01_06.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.7538616946823	10.39808020171
"913"	"Parameters CF 1819 22_04_2020 01_06.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.476701419304307	7.60355341354726
"914"	"Parameters CF 182 21_04_2020 22_14.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.475176720760489	9.12102999673907
"915"	"Parameters CF 1820 22_04_2020 01_06.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.578542711265739	7.02405545622779
"916"	"Parameters CF 1821 22_04_2020 01_07.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.634755442789725	11.0204721744752
"917"	"Parameters CF 1822 22_04_2020 01_07.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.548334122082879	7.21892896150908
"918"	"Parameters CF 1823 22_04_2020 01_07.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.560419332560618	8.39189408659648
"919"	"Parameters CF 1824 22_04_2020 01_08.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.572446242605372	6.76030830806328
"920"	"Parameters CF 1825 22_04_2020 01_08.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.682123637442782	10.431499813697
"921"	"Parameters CF 1826 22_04_2020 01_08.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.625540080516989	10.2243630709758
"922"	"Parameters CF 1827 22_04_2020 01_08.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.489791129919361	4.76141398069659
"923"	"Parameters CF 1828 22_04_2020 01_09.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.578764187021682	7.2718480256377
"924"	"Parameters CF 1829 22_04_2020 01_09.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.567933474962868	11.9260063966713
"925"	"Parameters CF 183 21_04_2020 22_14.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.550705499855938	6.74194697885715
"926"	"Parameters CF 1830 22_04_2020 01_09.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.432746607939062	12.4724427622773
"927"	"Parameters CF 1831 22_04_2020 01_09.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.490527439791896	12.6555416857063
"928"	"Parameters CF 1832 22_04_2020 01_10.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.430562867646937	10.5112849233636
"929"	"Parameters CF 1833 22_04_2020 01_10.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.696782810077777	13.6450765885358
"930"	"Parameters CF 1834 22_04_2020 01_10.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.531841162371828	13.7230166004688
"931"	"Parameters CF 1835 22_04_2020 01_11.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.621943827248313	12.0925334399224
"932"	"Parameters CF 1836 22_04_2020 01_11.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.447638822879478	10.3990576321634
"933"	"Parameters CF 1837 22_04_2020 01_11.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.384639921565013	9.98679833097364
"934"	"Parameters CF 1838 22_04_2020 01_11.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.417786706293682	8.15172760230042
"935"	"Parameters CF 1839 22_04_2020 01_12.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.582762543803936	11.7997741649861
"936"	"Parameters CF 184 21_04_2020 22_15.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.32632158219217	5.84851603712249
"937"	"Parameters CF 1840 22_04_2020 01_12.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.582056017223429	11.6005894809567
"938"	"Parameters CF 1841 22_04_2020 01_12.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.6634769908166	8.37422970682687
"939"	"Parameters CF 1842 22_04_2020 01_12.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.617413549229913	8.06483863938347
"940"	"Parameters CF 1843 22_04_2020 01_13.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.490368725664266	13.9616626898293
"941"	"Parameters CF 1844 22_04_2020 01_13.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.678485865640389	10.7039708720107
"942"	"Parameters CF 1845 22_04_2020 01_13.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.623139281736398	12.0069804090172
"943"	"Parameters CF 1846 22_04_2020 01_14.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.565464831365844	13.7056173891258
"944"	"Parameters CF 1847 22_04_2020 01_14.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.592192225538976	12.031819378367
"945"	"Parameters CF 1848 22_04_2020 01_14.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.563053704596519	2.72445847141404
"946"	"Parameters CF 1849 22_04_2020 01_15.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.575771186334569	12.6956857252544
"947"	"Parameters CF 185 21_04_2020 22_15.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.52558422590124	11.137736910204
"948"	"Parameters CF 1850 22_04_2020 01_15.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.318885872407524	5.9567487543562
"949"	"Parameters CF 1851 22_04_2020 01_15.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.57222320041432	8.12397916538323
"950"	"Parameters CF 1852 22_04_2020 01_15.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.524397121309402	6.62417004870897
"951"	"Parameters CF 1853 22_04_2020 01_15.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.47843141655905	12.0111719945762
"952"	"Parameters CF 1854 22_04_2020 01_16.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.52579575146707	10.2338562916064
"953"	"Parameters CF 1855 22_04_2020 01_16.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.64112023206531	11.5491936512152
"954"	"Parameters CF 1856 22_04_2020 01_16.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.555190194163499	10.3771814614075
"955"	"Parameters CF 1857 22_04_2020 01_17.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.546638985168252	10.4296396303286
"956"	"Parameters CF 1858 22_04_2020 01_17.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.630564688629346	10.4753256652016
"957"	"Parameters CF 1859 22_04_2020 01_17.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.632704161538216	13.4912209295783
"958"	"Parameters CF 186 21_04_2020 22_15.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.553767545150125	9.90644923286189
"959"	"Parameters CF 1860 22_04_2020 01_17.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.388046986491765	11.5224738252928
"960"	"Parameters CF 1861 22_04_2020 01_18.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.514435110917677	5.39789156642694
"961"	"Parameters CF 1862 22_04_2020 01_18.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.712500433726236	9.25319362499654
"962"	"Parameters CF 1863 22_04_2020 01_18.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.443492854617569	12.6933648682233
"963"	"Parameters CF 1864 22_04_2020 01_19.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.616344121707717	13.0660539239938
"964"	"Parameters CF 1865 22_04_2020 01_19.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.588390728621355	14.8276005779189
"965"	"Parameters CF 1866 22_04_2020 01_19.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.730231013623206	12.9214199711435
"966"	"Parameters CF 1867 22_04_2020 01_20.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.430347707506968	8.41938740112496
"967"	"Parameters CF 1868 22_04_2020 01_20.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.501539184809465	11.5179591038533
"968"	"Parameters CF 1869 22_04_2020 01_20.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.70440751790061	12.1990619669183
"969"	"Parameters CF 187 21_04_2020 22_16.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.856702352000715	10.3853356720854
"970"	"Parameters CF 1870 22_04_2020 01_20.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.396403990280983	5.8287873468993
"971"	"Parameters CF 1871 22_04_2020 01_21.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.614106861313551	7.59317638406397
"972"	"Parameters CF 1872 22_04_2020 01_21.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.619869347007074	7.43033729271402
"973"	"Parameters CF 1873 22_04_2020 01_21.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.571395056922146	9.0239604406531
"974"	"Parameters CF 1874 22_04_2020 01_22.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.525333352135061	10.9520244916713
"975"	"Parameters CF 1875 22_04_2020 01_22.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.513764662461981	9.76328192732324
"976"	"Parameters CF 1876 22_04_2020 01_22.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.276873755904016	10.273312784468
"977"	"Parameters CF 1877 22_04_2020 01_22.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.613737000171846	8.28235857963832
"978"	"Parameters CF 1878 22_04_2020 01_23.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.489641963646249	3.54603190578952
"979"	"Parameters CF 1879 22_04_2020 01_23.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.611608509896036	15.5036915321361
"980"	"Parameters CF 188 21_04_2020 22_16.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.570817354650164	8.5898956027417
"981"	"Parameters CF 1880 22_04_2020 01_23.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.39129054753373	4.42039547619283
"982"	"Parameters CF 1881 22_04_2020 01_23.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.602074545754434	10.3961404076861
"983"	"Parameters CF 1882 22_04_2020 01_24.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.574011539217765	13.3175308796546
"984"	"Parameters CF 1883 22_04_2020 01_24.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.550176993286202	10.9386486005842
"985"	"Parameters CF 1884 22_04_2020 01_24.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.685274249531804	5.09102890785977
"986"	"Parameters CF 1885 22_04_2020 01_24.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.327478875412142	15.651003961366
"987"	"Parameters CF 1886 22_04_2020 01_25.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.601937110295536	7.32278254246928
"988"	"Parameters CF 1887 22_04_2020 01_25.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.364896166315556	9.04294853550416
"989"	"Parameters CF 1888 22_04_2020 01_25.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.608958649414762	12.5084945415425
"990"	"Parameters CF 1889 22_04_2020 01_25.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.534607464096145	12.1883012682364
"991"	"Parameters CF 189 21_04_2020 22_16.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.591643120238621	11.4222356759907
"992"	"Parameters CF 1890 22_04_2020 01_26.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.644080286150253	7.12594083778357
"993"	"Parameters CF 1891 22_04_2020 01_26.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.567873981926275	11.6295847984274
"994"	"Parameters CF 1892 22_04_2020 01_26.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.485675469788706	7.02886427710195
"995"	"Parameters CF 1893 22_04_2020 01_27.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.537748162380994	12.2319981336378
"996"	"Parameters CF 1894 22_04_2020 01_27.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.607259758146405	12.6504475471084
"997"	"Parameters CF 1895 22_04_2020 01_27.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.546049877217111	12.8622281535933
"998"	"Parameters CF 1896 22_04_2020 01_27.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.453054679795153	15.274284929566
"999"	"Parameters CF 1897 22_04_2020 01_28.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.466134424209633	10.5807830384439
"1000"	"Parameters CF 1898 22_04_2020 01_28.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.474638997790557	10.6639421322333
"1001"	"Parameters CF 1899 22_04_2020 01_28.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.652211279345097	11.9965209764569
"1002"	"Parameters CF 19 21_04_2020 21_23.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.651781791308157	13.426288472038
"1003"	"Parameters CF 190 21_04_2020 22_17.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.628925943168636	4.54014485633527
"1004"	"Parameters CF 1900 22_04_2020 01_28.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.463826191710516	8.44662944017563
"1005"	"Parameters CF 1901 22_04_2020 01_29.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.611985235986637	10.8558998981536
"1006"	"Parameters CF 1902 22_04_2020 01_29.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.597590500231248	9.47241705881071
"1007"	"Parameters CF 1903 22_04_2020 01_29.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.549298554907041	13.2239600448062
"1008"	"Parameters CF 1904 22_04_2020 01_30.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.651493667734823	10.3468198516661
"1009"	"Parameters CF 1905 22_04_2020 01_30.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.362683283678836	15.347696419138
"1010"	"Parameters CF 1906 22_04_2020 01_30.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.315968712859047	8.16091651645948
"1011"	"Parameters CF 1907 22_04_2020 01_30.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.583397862477845	7.13442229596855
"1012"	"Parameters CF 1908 22_04_2020 01_31.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.455016115726631	16.6922883634542
"1013"	"Parameters CF 1909 22_04_2020 01_31.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.804921826060093	3.03805370977905
"1014"	"Parameters CF 191 21_04_2020 22_17.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.475802588848809	9.84531981980982
"1015"	"Parameters CF 1910 22_04_2020 01_31.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.635108957812779	9.10589936797113
"1016"	"Parameters CF 1911 22_04_2020 01_32.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.554981631891008	10.61339866859
"1017"	"Parameters CF 1912 22_04_2020 01_32.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.533074061980479	8.82270880806199
"1018"	"Parameters CF 1913 22_04_2020 01_32.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.592647830998424	7.95252152646213
"1019"	"Parameters CF 1914 22_04_2020 01_32.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.576728607828293	10.5876898532186
"1020"	"Parameters CF 1915 22_04_2020 01_33.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.593414722811855	8.87164352380006
"1021"	"Parameters CF 1916 22_04_2020 01_33.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.597586079668578	11.8126137539124
"1022"	"Parameters CF 1917 22_04_2020 01_33.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.481788435222639	9.85029930433907
"1023"	"Parameters CF 1918 22_04_2020 01_34.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.565218823432613	13.3189313969574
"1024"	"Parameters CF 1919 22_04_2020 01_34.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.590294754914492	4.56115458028957
"1025"	"Parameters CF 192 21_04_2020 22_17.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.641622604751572	11.2497638370313
"1026"	"Parameters CF 1920 22_04_2020 01_34.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.715408587163217	8.71888479171723
"1027"	"Parameters CF 1921 22_04_2020 01_35.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.754328206977368	10.5926871997618
"1028"	"Parameters CF 1922 22_04_2020 01_35.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.681834506661913	8.49632999853973
"1029"	"Parameters CF 1923 22_04_2020 01_35.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.809556780631849	5.6450772060242
"1030"	"Parameters CF 1924 22_04_2020 01_36.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.533571554035556	9.48773278021702
"1031"	"Parameters CF 1925 22_04_2020 01_36.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.60062487657827	13.8791665066487
"1032"	"Parameters CF 1926 22_04_2020 01_36.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.537697675082584	11.0796449544424
"1033"	"Parameters CF 1927 22_04_2020 01_37.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.747265655139198	11.8124300069568
"1034"	"Parameters CF 1928 22_04_2020 01_37.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.424426436135535	8.22017827242227
"1035"	"Parameters CF 1929 22_04_2020 01_37.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.658409969222384	13.071953159593
"1036"	"Parameters CF 193 21_04_2020 22_18.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.587069907840287	10.4991595869134
"1037"	"Parameters CF 1930 22_04_2020 01_38.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.616583197571643	6.40140362244046
"1038"	"Parameters CF 1931 22_04_2020 01_38.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.486650968544791	11.9833750423293
"1039"	"Parameters CF 1932 22_04_2020 01_38.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.581249762540433	4.85519756723452
"1040"	"Parameters CF 1933 22_04_2020 01_38.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.623783477323504	14.3809720846795
"1041"	"Parameters CF 1934 22_04_2020 01_39.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.707291094486066	6.56515294344624
"1042"	"Parameters CF 1935 22_04_2020 01_39.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.629196922415737	11.6441136140544
"1043"	"Parameters CF 1936 22_04_2020 01_39.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.535396733134526	4.48179745730976
"1044"	"Parameters CF 1937 22_04_2020 01_39.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.469256491712543	11.6146663918092
"1045"	"Parameters CF 1938 22_04_2020 01_40.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.451558473087784	11.8536620828855
"1046"	"Parameters CF 1939 22_04_2020 01_40.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.697260926420554	8.06039455342583
"1047"	"Parameters CF 194 21_04_2020 22_18.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.595770224070041	6.47464503719637
"1048"	"Parameters CF 1940 22_04_2020 01_40.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.464523354164506	8.97034468774211
"1049"	"Parameters CF 1941 22_04_2020 01_41.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.688254111710651	13.6149139149941
"1050"	"Parameters CF 1942 22_04_2020 01_41.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.574624431699182	11.4879899228543
"1051"	"Parameters CF 1943 22_04_2020 01_41.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.414846787401748	9.90455716252229
"1052"	"Parameters CF 1944 22_04_2020 01_41.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.541496177225317	10.1551853739477
"1053"	"Parameters CF 1945 22_04_2020 01_42.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.646596281667115	5.90623729301016
"1054"	"Parameters CF 1946 22_04_2020 01_42.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.36647274858194	9.92694773064898
"1055"	"Parameters CF 1947 22_04_2020 01_42.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.458198241819017	9.98396574506094
"1056"	"Parameters CF 1948 22_04_2020 01_42.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.483698709978053	12.6952441596825
"1057"	"Parameters CF 1949 22_04_2020 01_43.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.444221611104362	13.6964075647913
"1058"	"Parameters CF 195 21_04_2020 22_18.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.543617021101041	6.9964438886619
"1059"	"Parameters CF 1950 22_04_2020 01_43.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.419353703054576	8.07057202025914
"1060"	"Parameters CF 1951 22_04_2020 01_43.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.538439077069491	15.5726917095344
"1061"	"Parameters CF 1952 22_04_2020 01_44.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.790650264687613	8.77175816052769
"1062"	"Parameters CF 1953 22_04_2020 01_44.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.423518338258815	14.5551547515605
"1063"	"Parameters CF 1954 22_04_2020 01_44.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.505677703697832	10.2122566039524
"1064"	"Parameters CF 1955 22_04_2020 01_44.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.590015968447912	9.33484286103682
"1065"	"Parameters CF 1956 22_04_2020 01_45.txt"	"CF"	"True"	"False"	"False"	"response_par"	0.377492704293401	12.9439843620635
"1066"	"Parameters CF 1957 22_04_2020 01_45.txt"	"CF"	"False"	"False"	"False"	"response_par"	0.541790500571196	15.034155361338
"1067"	"Parameters CF 1958 22_04_2020 01_45.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.524407043630173	6.30447216057387
"1068"	"Parameters CF 1959 22_04_2020 01_45.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.588053327439991	10.5149283269571
"1069"	"Parameters CF 196 21_04_2020 22_19.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.650258405407475	11.9414507710642
"1070"	"Parameters CF 1960 22_04_2020 01_46.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.386646331694219	7.78562580990199
"1071"	"Parameters CF 1961 22_04_2020 01_46.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.497900779172285	11.2276479223523
"1072"	"Parameters CF 1962 22_04_2020 01_46.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.334191524346909	9.80846995159025
"1073"	"Parameters CF 1963 22_04_2020 01_46.txt"	"CF"	"True"	"False"	"True"	"response_type2"	0.389909562068861	13.0289164729227
"1074"	"Parameters CF 1964 22_04_2020 01_46.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.520851596224749	11.6883674188631
"1075"	"Parameters CF 1965 22_04_2020 01_47.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.639273335985997	8.33563209018551
"1076"	"Parameters CF 1966 22_04_2020 01_47.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.377227698359514	12.7028147622302
"1077"	"Parameters CF 1967 22_04_2020 01_47.txt"	"CF"	"False"	"True"	"True"	"response_type2"	0.584478149384512	13.6406373579232
"1078"	"Parameters CF 1968 22_04_2020 01_47.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.516876346856057	8.20806751250632
"1079"	"Parameters CF 1969 22_04_2020 01_48.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.430180379246369	13.0049222415853
"1080"	"Parameters CF 197 21_04_2020 22_19.txt"	"CF"	"False"	"False"	"True"	"response_type2"	0.678617169456689	11.9743993484902
"1081"	"Parameters CF 1970 22_04_2020 01_48.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.73280054870057	5.98495022906611
"1082"	"Parameters CF 1971 22_04_2020 01_49.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.548157700299958	7.2229223937792
"1083"	"Parameters CF 1972 22_04_2020 01_49.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.575549554478555	9.16014420065274
"1084"	"Parameters CF 1973 22_04_2020 01_49.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.53379432560225	10.254129734713
"1085"	"Parameters CF 1974 22_04_2020 01_49.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.690069375044267	13.1276750928099
"1086"	"Parameters CF 1975 22_04_2020 01_50.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.530965850132025	14.7199911553909
"1087"	"Parameters CF 1976 22_04_2020 01_50.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.358198876730739	4.06392012340011
"1088"	"Parameters CF 1977 22_04_2020 01_50.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.586514230323188	9.20758568725885
"1089"	"Parameters CF 1978 22_04_2020 01_50.txt"	"CF"	"True"	"True"	"True"	"response_par"	0.566352636951681	14.3758703061011
"1090"	"Parameters CF 1979 22_04_2020 01_51.txt"	"CF"	"False"	"True"	"False"	"response_par"	0.693936450515541	9.14479225923782
"1091"	"Parameters CF 198 21_04_2020 22_19.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.782843480101232	10.6303312193608
"1092"	"Parameters CF 1980 22_04_2020 01_51.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.510350992112433	12.2990271907874
"1093"	"Parameters CF 1981 22_04_2020 01_51.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.622082636335536	7.4282143033148
"1094"	"Parameters CF 1982 22_04_2020 01_52.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.630346826790208	3.66530415554559
"1095"	"Parameters CF 1983 22_04_2020 01_52.txt"	"CF"	"False"	"False"	"False"	"response_type2"	0.521092199657519	12.6330530186533
"1096"	"Parameters CF 1984 22_04_2020 01_52.txt"	"CF"	"False"	"True"	"False"	"response_type2"	0.611055096043336	11.0808490787958
"1097"	"Parameters CF 1985 22_04_2020 01_52.txt"	"CF"	"True"	"False"	"False"	"response_type2"	0.615143645373531	6.76276006663117
"1098"	"Parameters CF 1986 22_04_2020 01_53.txt"	"CF"	"True"	"True"	"False"	"response_par"	0.755125095102782	14.0647629430579
"1099"	"Parameters CF 1987 22_04_2020 01_53.txt"	"CF"	"True"	"True"	"True"	"response_type2"	0.456092234727075	10.6793408942093
"1100"	"Parameters CF 1988 22_04_2020 01_53.txt"	"CF"	"True"	"True"	"False"	"response_type2"	0.445563256123974	8.6361245192664
"1101"	"Parameters CF 1989 22_04_2020 01_54.txt"	"CF"	"False"	"True"	"True"	"response_par"	0.371641473613115	1.98272130675856
"1102"	"Parameters CF 199 21_04_2020 22_20.txt"	"CF"	"False"	"False"	"True"	"response_par"	0.878215558403845	7.18896488624917
"1103"	"Parameters CF 1990 22_04_2020 01_54.txt"	"CF"	"True"	"False"	"True"	"response_par"	0.583939235091249	13.1517204373881
