"pf"	"scenario"	"active"	"CA_w_env"	"CA_day"	"response_func"	"bi_CA"	"weight_day"
"56"	"Parameters bimodal 1047 10_06_2020 21_45.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	10.248380689797
"57"	"Parameters bimodal 1048 10_06_2020 21_45.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	6.61806026937965
"58"	"Parameters bimodal 1049 10_06_2020 21_46.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	7.5912768784751
"59"	"Parameters bimodal 105 10_06_2020 21_55.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"True"	8.8405231835266
"60"	"Parameters bimodal 1050 10_06_2020 21_46.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	8.85761552183179
"61"	"Parameters bimodal 1051 10_06_2020 21_46.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	14.7790997274999
"62"	"Parameters bimodal 1052 10_06_2020 21_47.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	13.8539941651254
"63"	"Parameters bimodal 1053 10_06_2020 21_47.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	9.70656305436141
"64"	"Parameters bimodal 1054 10_06_2020 21_47.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	11.0012295522081
"65"	"Parameters bimodal 1055 10_06_2020 21_47.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	13.9654067899936
"66"	"Parameters bimodal 1056 10_06_2020 21_47.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	7.36863038991091
"67"	"Parameters bimodal 1057 10_06_2020 21_47.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	6.32797709735087
"68"	"Parameters bimodal 1058 10_06_2020 21_48.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	11.9431302959634
"69"	"Parameters bimodal 1059 10_06_2020 21_48.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	6.06439477334031
"70"	"Parameters bimodal 106 10_06_2020 21_55.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"True"	9.14824003350625
"71"	"Parameters bimodal 1060 10_06_2020 21_48.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	14.3917335172135
"72"	"Parameters bimodal 1061 10_06_2020 21_48.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	10.6511210226385
"73"	"Parameters bimodal 1062 10_06_2020 21_48.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	8.45933406775978
"74"	"Parameters bimodal 1063 10_06_2020 21_48.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"True"	10.3845519893369
"75"	"Parameters bimodal 1064 10_06_2020 21_48.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	8.59388263435147
"76"	"Parameters bimodal 1065 10_06_2020 21_48.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"True"	8.6042913786453
"77"	"Parameters bimodal 1066 10_06_2020 21_49.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	9.23795032706138
"78"	"Parameters bimodal 1067 10_06_2020 21_49.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"True"	3.54151456895086
"79"	"Parameters bimodal 1068 10_06_2020 21_49.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	9.29176302465616
"80"	"Parameters bimodal 1069 10_06_2020 21_49.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"False"	10.82273909292
"81"	"Parameters bimodal 107 10_06_2020 21_55.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	6.99745204698299
"82"	"Parameters bimodal 1070 10_06_2020 21_49.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"True"	12.527182443569
"83"	"Parameters bimodal 1071 10_06_2020 21_49.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"True"	10.2181709325503
"84"	"Parameters bimodal 1072 10_06_2020 21_49.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	9.76355886417857
"85"	"Parameters bimodal 1073 10_06_2020 21_50.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	9.27846579313847
"86"	"Parameters bimodal 1074 10_06_2020 21_50.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	7.08689409393019
"87"	"Parameters bimodal 1075 10_06_2020 21_50.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"False"	10.8164906085028
"88"	"Parameters bimodal 1076 10_06_2020 21_50.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	5.81903824039115
"89"	"Parameters bimodal 1077 10_06_2020 21_51.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	8.5971080901822
"90"	"Parameters bimodal 1078 10_06_2020 21_51.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"True"	16.1795909658211
"91"	"Parameters bimodal 1079 10_06_2020 21_51.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	6.61837778387522
"92"	"Parameters bimodal 108 10_06_2020 21_56.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	12.1884749258968
"93"	"Parameters bimodal 1080 10_06_2020 21_51.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	8.28634364650107
"94"	"Parameters bimodal 1081 10_06_2020 21_51.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	6.62681622064264
"95"	"Parameters bimodal 1082 10_06_2020 21_51.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	5.40585946351196
"96"	"Parameters bimodal 1083 10_06_2020 21_51.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	14.2873713137364
"97"	"Parameters bimodal 1084 10_06_2020 21_52.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"False"	13.1094270162878
"98"	"Parameters bimodal 1085 10_06_2020 21_52.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	9.5783590727661
"99"	"Parameters bimodal 1086 10_06_2020 21_52.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"True"	10.9477295084953
"100"	"Parameters bimodal 1087 10_06_2020 21_52.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	9.16384699750948
"101"	"Parameters bimodal 1088 10_06_2020 21_52.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	13.2078156150731
"102"	"Parameters bimodal 1089 10_06_2020 21_52.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	11.6805288173772
"103"	"Parameters bimodal 109 10_06_2020 21_56.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"False"	7.94996523673199
"104"	"Parameters bimodal 1090 10_06_2020 21_53.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	14.3309146315846
"105"	"Parameters bimodal 1091 10_06_2020 21_53.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"True"	9.50705679769021
"106"	"Parameters bimodal 1092 10_06_2020 21_53.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	12.4497628271124
"107"	"Parameters bimodal 1093 10_06_2020 21_53.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"True"	10.9959815765456
"108"	"Parameters bimodal 1094 10_06_2020 21_53.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"False"	12.3071030178131
"109"	"Parameters bimodal 1095 10_06_2020 21_54.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	8.47271565120619
"110"	"Parameters bimodal 1096 10_06_2020 21_54.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	13.3999996832408
"111"	"Parameters bimodal 1097 10_06_2020 21_54.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	11.7108664927802
"112"	"Parameters bimodal 1098 10_06_2020 21_54.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	5.44868263070352
"113"	"Parameters bimodal 1099 10_06_2020 21_54.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	7.99455806061011
"114"	"Parameters bimodal 11 10_06_2020 21_37.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	6.80420841429914
"115"	"Parameters bimodal 110 10_06_2020 21_56.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	12.3111312931053
"116"	"Parameters bimodal 1100 10_06_2020 21_55.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	12.7616760218987
"117"	"Parameters bimodal 1101 10_06_2020 21_55.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"True"	5.39351175574815
"118"	"Parameters bimodal 1102 10_06_2020 21_55.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	7.93296879066017
"119"	"Parameters bimodal 1103 10_06_2020 21_55.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	13.7941033369975
"120"	"Parameters bimodal 1104 10_06_2020 21_55.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	11.3168323071054
"121"	"Parameters bimodal 1105 10_06_2020 21_56.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	10.5008088207181
"122"	"Parameters bimodal 1106 10_06_2020 21_56.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"True"	6.45880978519333
"123"	"Parameters bimodal 1107 10_06_2020 21_56.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	17.0035752905588
"124"	"Parameters bimodal 1108 10_06_2020 21_56.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	10.0060805929689
"125"	"Parameters bimodal 1109 10_06_2020 21_56.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	5.12041040691809
"126"	"Parameters bimodal 111 10_06_2020 21_56.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"False"	13.1319125986305
"127"	"Parameters bimodal 1110 10_06_2020 21_56.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	6.0141751086727
"128"	"Parameters bimodal 1111 10_06_2020 21_56.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	10.4479361384466
"129"	"Parameters bimodal 1112 10_06_2020 21_57.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"False"	13.4013638416023
"130"	"Parameters bimodal 1113 10_06_2020 21_57.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	6.47826005238889
"131"	"Parameters bimodal 1114 10_06_2020 21_57.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	9.06029235478982
"132"	"Parameters bimodal 1115 10_06_2020 21_57.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	13.2803226944012
"133"	"Parameters bimodal 1116 10_06_2020 21_57.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	7.32042063485368
"134"	"Parameters bimodal 1117 10_06_2020 21_57.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	4.54097653763516
"135"	"Parameters bimodal 1118 10_06_2020 21_57.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	10.3610001744066
"136"	"Parameters bimodal 1119 10_06_2020 21_57.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"True"	12.9447391475118
"137"	"Parameters bimodal 112 10_06_2020 21_56.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	9.11416903602736
"138"	"Parameters bimodal 1120 10_06_2020 21_57.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	7.76924505524664
"139"	"Parameters bimodal 1121 10_06_2020 21_57.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	11.1131596356023
"140"	"Parameters bimodal 1122 10_06_2020 21_58.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	13.0423974204686
"141"	"Parameters bimodal 1123 10_06_2020 21_58.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"False"	6.75335643506117
"142"	"Parameters bimodal 1124 10_06_2020 21_58.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	11.0929740441963
"143"	"Parameters bimodal 1125 10_06_2020 21_58.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	10.3418710221238
"144"	"Parameters bimodal 1126 10_06_2020 21_58.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"False"	8.29345374353216
"145"	"Parameters bimodal 1127 10_06_2020 21_59.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"False"	7.98108966730605
"146"	"Parameters bimodal 1128 10_06_2020 21_59.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"False"	6.63080432491195
"147"	"Parameters bimodal 1129 10_06_2020 21_59.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	14.1327377589066
"148"	"Parameters bimodal 113 10_06_2020 21_57.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"False"	9.843870489064
"149"	"Parameters bimodal 1130 10_06_2020 21_59.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	9.19863430697719
"150"	"Parameters bimodal 1131 10_06_2020 21_59.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	12.7831743470645
"151"	"Parameters bimodal 1132 10_06_2020 21_59.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	10.3951021317053
"152"	"Parameters bimodal 1133 10_06_2020 22_00.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"False"	12.9247468853983
"153"	"Parameters bimodal 1134 10_06_2020 22_00.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	11.4740445580978
"154"	"Parameters bimodal 1135 10_06_2020 22_00.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"False"	8.83619247917194
"155"	"Parameters bimodal 1136 10_06_2020 22_00.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	8.22938791822961
"156"	"Parameters bimodal 1137 10_06_2020 22_00.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	9.36720171883896
"157"	"Parameters bimodal 1138 10_06_2020 22_00.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	6.4946364967944
"158"	"Parameters bimodal 1139 10_06_2020 22_00.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	8.1300018877169
"159"	"Parameters bimodal 114 10_06_2020 21_57.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	7.78856513975841
"160"	"Parameters bimodal 1140 10_06_2020 22_00.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"True"	10.7173975592153
"161"	"Parameters bimodal 1141 10_06_2020 22_01.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	10.6286487075881
"162"	"Parameters bimodal 1142 10_06_2020 22_01.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	10.0312473511957
"163"	"Parameters bimodal 1143 10_06_2020 22_01.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"True"	9.32012569272394
"164"	"Parameters bimodal 1144 10_06_2020 22_01.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	11.9463600002592
"165"	"Parameters bimodal 1145 10_06_2020 22_01.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	3.73645122350866
"166"	"Parameters bimodal 1146 10_06_2020 22_01.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"True"	7.68342811389602
"167"	"Parameters bimodal 1147 10_06_2020 22_01.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	12.4849269553385
"168"	"Parameters bimodal 1148 10_06_2020 22_02.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	14.7890082713127
"169"	"Parameters bimodal 1149 10_06_2020 22_02.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"True"	15.0520958809799
"170"	"Parameters bimodal 115 10_06_2020 21_57.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	3.95568030807505
"171"	"Parameters bimodal 1150 10_06_2020 22_02.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"False"	12.2066794712451
"172"	"Parameters bimodal 1151 10_06_2020 22_02.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	6.63763187604923
"173"	"Parameters bimodal 1152 10_06_2020 22_02.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	13.9217004979552
"174"	"Parameters bimodal 1153 10_06_2020 22_02.txt"	"bimodal"	"False"	"True"	"True"	"response_par"	"False"	10.3375365019844
"175"	"Parameters bimodal 1154 10_06_2020 22_02.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	15.6149561195246
"176"	"Parameters bimodal 1155 10_06_2020 22_03.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	14.8414304828417
"177"	"Parameters bimodal 1156 10_06_2020 22_03.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"False"	6.17421160037162
"178"	"Parameters bimodal 1157 10_06_2020 22_03.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	10.9119995286443
"179"	"Parameters bimodal 1158 10_06_2020 22_03.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"False"	9.67925453340008
"180"	"Parameters bimodal 1159 10_06_2020 22_03.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	8.88613589791299
"181"	"Parameters bimodal 116 10_06_2020 21_57.txt"	"bimodal"	"True"	"True"	"True"	"response_type2"	"True"	12.3844031156266
"182"	"Parameters bimodal 1160 10_06_2020 22_03.txt"	"bimodal"	"True"	"False"	"True"	"response_par"	"True"	9.81157535749847
"183"	"Parameters bimodal 1161 10_06_2020 22_03.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"True"	8.34928639078424
"184"	"Parameters bimodal 1162 10_06_2020 22_04.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	8.45487745185954
"185"	"Parameters bimodal 1163 10_06_2020 22_04.txt"	"bimodal"	"True"	"True"	"False"	"response_par"	"False"	8.71632272876899
"186"	"Parameters bimodal 1164 10_06_2020 22_04.txt"	"bimodal"	"True"	"False"	"True"	"response_type2"	"False"	15.9974024238088
"187"	"Parameters bimodal 1165 10_06_2020 22_04.txt"	"bimodal"	"True"	"False"	"False"	"response_type2"	"True"	10.7479633279091
"188"	"Parameters bimodal 1166 10_06_2020 22_04.txt"	"bimodal"	"False"	"False"	"True"	"response_par"	"True"	6.04733401369701
"189"	"Parameters bimodal 1167 10_06_2020 22_04.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	8.23190146245141
"190"	"Parameters bimodal 1168 10_06_2020 22_04.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"True"	10.166653743533
"191"	"Parameters bimodal 1169 10_06_2020 22_05.txt"	"bimodal"	"False"	"True"	"True"	"response_type2"	"False"	9.81869859289805
"192"	"Parameters bimodal 117 10_06_2020 21_57.txt"	"bimodal"	"True"	"True"	"False"	"response_type2"	"True"	12.2513442997681
"193"	"Parameters bimodal 1170 10_06_2020 22_05.txt"	"bimodal"	"False"	"False"	"False"	"response_par"	"False"	9.37176417685545
"194"	"Parameters bimodal 1171 10_06_2020 22_05.txt"	"bimodal"	"True"	"True"	"True"	"response_par"	"True"	13.9835515455842
"195"	"Parameters bimodal 1172 10_06_2020 22_05.txt"	"bimodal"	"False"	"False"	"False"	"response_type2"	"True"	10.4629030586744
"196"	"Parameters bimodal 1173 10_06_2020 22_05.txt"	"bimodal"	"True"	"False"	"False"	"response_par"	"True"	15.1317792752217
"197"	"Parameters bimodal 1174 10_06_2020 22_05.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"False"	5.04958756553519
"198"	"Parameters bimodal 1175 10_06_2020 22_05.txt"	"bimodal"	"False"	"True"	"False"	"response_type2"	"True"	11.131766086536
"199"	"Parameters bimodal 1176 10_06_2020 22_05.txt"	"bimodal"	"False"	"True"	"False"	"response_par"	"True"	11.5935147471428
"200"	"Parameters bimodal 1177 10_06_2020 22_05.txt"	"bimodal"	"False"	"False"	"True"	"response_type2"	"True"	10.8138102165301
